Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Tesco Antibacterial Bathroom Surface Cleaner Spray 750Ml,(6),3.7,0.80,*,"Ingredients: <5% Non-Ionic Surfactants. Also contains: Disinfectant: Benzalkonium Chloride 0.08g per 100g, Perfume, Amyl Cinnamal, Preservatives: Methylchloroisothiazolinone and Methylisothiazolinone. Complies with BS EN 1276.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304398530
Tesco Antibacterial Cleaning Spray Apple 750Ml,(12),3.3,0.80,*,"Ingredients: <5% Non-Ionic Surfactants, Phosphates, Cationic Surfactants. Also contains: Disinfectant: Benzalkonium Chloride 0.25g per 100g, Perfume, Hexyl Cinnamal, Limonene. Complies with BS EN 1276.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304787922
Fairy Washing Up Liquid Antibacterial Eucalyptus 625Ml,(5049),4.9,1.50,"Good news for you and your sponge. Bad news for germs. Fairy Antibacterial washing up liquid gives you sparkling clean dishes while the Antibacterial Action protects your sponge for up to 24 hours against bacterial growth. So while your plates are gleaming and spotless, your sponge is clean, fresh and protected. All set for the next round of cleaning!","15-30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, Phenoxyethanol, Perfumes, Citronellol, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296162222
Fairy Original Washing Up Liquid Original 780Ml,(5880),4.9,1.50,"Every drop of Fairy Washing Up Liquid provides the ultra long lasting cleaning power you expect for your washing up. Its concentrated formula cuts through grease instantly giving you brilliant clean dishes. No wonder Fairy Original Lemon is the gold standard of washing up liquids. Fairy original washing up liquid is so concentrated that you only need to use a drop without efforts: no soaking, no grease, no fuss.","15-30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, Benzisothiazolinone, Phenoxyethanol, Perfumes, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/290151924
Mr Muscle Platinum Shower Shine 750Ml,(62),4.5,2.00,"Mr Muscle® Shower Shine is a daily shower cleaner that helps to prevent and remove the build-up of limescale, soap scum, grout and grime on all surfaces in your shower. Keeping your shower cleaner for longer with this multi purpose cleaner could not be easier. Immediately after showering, just spray a light mist of Shower Shine over the wet surfaces, including the curtain and/or door. No scrubbing, rinsing or wiping are necessary. Mr Muscle® Shower Shine allows you to just spray and walk away, so you can clean less and live more.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302831758
Cif Cream Lemon Fresh 500Ml,(139),4.8,1.00,"Cif Lemon Cream Cleaner, with its citrus scent, is made with 100% natural cleaning particles and packed with millions of natural microcrystals derived from limestone. The microcrystals in our Cif Cream are microparticles made from a naturally occurring mineral and are not linked to the plastic microbeads that have the potential to contribute to microplastic marine litter.","<5% Anionic surfactants, Non ionic Surfactants, Soap, Perfume, Limonene, Benzisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Linalool, Geraniol",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255280904
Springforce Flat Top Bin Liners 40 Pack 75L,(25),1.9,0.95,40 bin liners.,Produced in United Kingdom,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302988329
Finish Quantum Ultimate Lemon 68 Tab Dishwasher 850G,(29),4.6,11.00,FINISH QUANTUM ULMTE LEM 68 TAB D/WASHER 850G ,"15-30% Non-Ionic Surfactants, 5-15% Oxygen-Based Bleaching Agents, Polycarboxylates, Phosphonates, Contains Enzymes (Subtilisin, Amylase), Perfumes (Geraniol, Limonene)",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304393800
Fairy Non Biological Washing Pods 36 Washes 867.6G,(2839),4.7,7.00,"Discover the gentle care of Fairy Non Bio Pods Washing Liquid Capsules, with the best softness Fairy Non Bio has to offer. All Fairy Non Bio Pods are in a pack with a Child Lock System, to keep them safe from children. It is no surprise that Fairy Non Bio was voted No.1 brand for sensitive skin (Online panel of 3433 females aged 18-70)! Fairy Non Bio Pods gently clean and wrap your family's delicate skin in huggable softness. Dermatologically tested, the Fairy Non Bio range has been awarded the Skin Health Alliance seal. Independent tests have confirmed that clothes washed in Fairy are as kind next to skin as clothes washed in water alone. Additionally, they include a special ingredient that will provide delighful softness  to your clothes and so they will feel extra gentle on your skin. Unlike washing powder or liquids, Fairy Non Bio pods have a unique multi-compartment design to ensure that each ingredient is released into the wash at the right time. Each pod contains the right amount of detergent to leave laundry wonderfully clean and soft next to precious skin. For best results, place Fairy Non Bio Pods directly into the drum and add your clothes on top.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Polycarboxylates, Optical Brighteners, Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306461008
Dylon Color Catcher 40 Sheets,(6),3.5,3.00,Colour Catcher,40 x Sheets,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/275317884
Tesco Flat Top Compostable Caddy Liners 10 Pack 25L,(15),2.4,2.00,Tesco 10 compostable caddy liners. Flat-top,"Store in a clean, dry place (up to 18 months).    ",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295025560
Marigold Extra Life Gloves Kitchen Medium,(7),4,2.50,Why Marigold?,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/250360288
Bacofoil Original Kitchen Foil 300Mm X 10M,No ratings yet,Nan,2.60,"For information, other useful cooking tips and recipes, visit... www.bacofoil.co.uk",Box. Recyclable,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255270686
Viakal Limescale Spray With Febreeze 500Ml,(2389),4.8,2.00,"Viakal Fresh cleaning spray is limescale, soapscum and watermarks remover with a nice fresh scent by Febreze. Used regularly, Viakal helps prevent limescale return. Viakal Fresh has 100% Viakal Power as it is equally effective on limescale removal and surface cleaning as Viakal Classic.","<5% Non-Ionic Surfactants, Perfumes, Hexyl Cinnamal, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/291547075
Tesco All Purpose Cloths 10 Pack,(1),2,1.05,Tesco All-purpose Cloths,Produced in China,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255284946
Tesco Limescale Remove 750Ml,(9),4.7,1.00,*,"Ingredients: <5% Non-Ionic Surfactants, Cationic Surfactants. Also contains: Disinfectant: Hydrochloric Acid 6.75g per 100g, Glycolic Acid 0.2g per 100g, Perfume. Complies with BS EN 1276, BS EN 13697, BS EN 14476.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/253399860
Domestos Pink Bleach 750Ml,(55),4.7,0.99,"Domestos Unbeatable Strength Pink Power Bleach, with anti-limescale active molecules, sticks even below the waterline to remove stains and help prevent the build-up of limescale for up to 3x longer than before. Our Domestos Bleach is perfect for everyday use in the bathroom and kitchen** – a conveniently sized bottle that'll help kill germs and viruses. This bleach gives you longer lasting protection. Domestos Bleach is a multi-surface cleaner – it can be used as a bathroom cleaner or even as a drain cleaner. This bottle of Domestos Unbeatable Strength Pink Thick Bleach Disinfectant is a great option for protecting your family from germs in your home. How to use: Apply this thick bleach under the rim and leave it overnight to kill germs and viruses. Suitable for use in homes with septic tanks. Domestos has been protecting families against germs since 1929. Today, Domestos continues to protect millions of families with its full range of cleaning products, including thick bleach and bleach sprays which can be used as a multi-purpose cleaner all around your home, as a bathroom cleaner, or even as a drain cleaner. Toilet wipes, toilet rim block and sink and pipe unblocker products are also available to keep your home hygienic. We don't just protect families at home though, we fight poor sanitation globally too. We've helped more than 10 million people gain access to a clean and safe toilet, and thousands of children have benefited from clean water and toilet facilities in their schools; helping improve attendance and education. Support our work and help empower millions of families to have clean and safe toilets. Visit our website to find out more. *Nielsen, Total Market MAT, Toilet Cleaning, January 2020 **Always follow on pack instructions for dilution.","Disinfectant: Sodium Hypochlorite 4.5g per 100g <5%: Chlorine Based Bleaching Agent (Sodium Hypochlorite), Non-Ionic Surfactants, Soap, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257415415
Tesco Active Toilet Gel Citrus 750Ml,(4),3.5,0.41,*,"Ingredients: <5% Non-Ionic Surfactants. Also contains: Disinfectant: Benzalkonium Chloride 0.5g per 100g, Perfume, Limonene. Complies with BS EN 1276.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/253399779
Fairy Wash Up Liquid Pomegranate 1190Ml,(162),4.8,2.00,"Fairy Clean & Fresh washing up liquid gives you sparkling clean dishes and its revolutionary formula infuses your kitchen with light, clean, fresh scents from around your sink.","5-15% Anionic Surfactants, <5% Non-Ionic Surfactants, Benzisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Perfumes, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/283085425
Tesco Soft Pocket Tissues 8 Pack,(10),2.2,0.90,Tesco luxury soft pocket tissues.,Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294958649
Springforce Tissues 2Ply X 70,(7),2.6,0.70,Tesco Springforce 70 white tissues.,Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301947168
Flash All Purpose Liquid Cleaner Crisp Lemons 1 Litre,(277),4.8,1.80,"Flash Multi Surface & Floor Cleaner is perfect for cleaning almost any hard surface in your home. Use it on the kitchen sink, greasy stove tops, even as a floor cleaner. See package for full usage instructions. A rinse is required for surfaces in direct contact with food.","<5% Anionic Surfactants, Non-Ionic Surfactants, Phosphonates, Benzisothiazolinone, Perfumes, Citral, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261530704
Mr Muscle Platinum Window & Glass 750Ml,(81),4.6,2.00,"Mr Muscle® Platinum Window & Glass Cleaner with Vinegar Power is formulated to defeat tough glass messes. Grease and grime can be tough, but this vinegar-fortified spray cleaner is tougher. To keep your windows and other glass surfaces sparkling, simply turn the nozzle to ‘SPRAY’ position and spray with full trigger strokes on the desired cleaning area. Then wipe the surface with kitchen paper or a soft dry cloth for a streak-free shine. Mr Muscle® Platinum  Window & Glass Cleaner eliminates smudges and smears and gives surfaces a streak-free shine, allowing you to clean less and live more.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302831770
Fairy Wash Up Liquid Lemon 433Ml,(5225),4.9,1.00,"Every drop of Fairy Washing Up Liquid provides the ultra long lasting cleaning power you expect for your washing up. Its concentrated formula cuts through grease instantly giving you brilliant clean dishes. No wonder Fairy Original Lemon is the gold standard of washing up liquids. Fairy original washing up liquid is so concentrated that you only need to use a drop without efforts: no soaking, no grease, no fuss.","15-30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, Benzisothiazolinone, Phenoxyethanol, Perfumes, Citronellol, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/267442275
Flash Kitchen Degreaser 500Ml,(551),4.8,1.00,Flash Kitchen with Fairy Cleaning Spray is perfect for cleaning tough stains from almost any hard surface in your home. Especially effective in the kitchen Flash’s cleaning spray power removes grease and build-up of dirt from the stove and the kitchen sink. Flash Cleaning Spray hygienic finish gives peace of mind. Fresh eucalyptus scent. See package for full usage instructions. A rinse is required for surfaces in direct contact with food.,"<5% Non-Ionic Surfactants, Benzisothiazolinone, Perfumes, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261535906
Fairy Platinum Lemon Dishwasher 65 Tabs 969G,(183),4.8,10.00,"Fairy Platinum All in One dishwasher tablets deliver 1st time cleaning action and tackle even the tough cleaning challenges to get your dishes sparkly clean. Fairy Platinum has the cleaning power that gives you the confidence to cook anything you like, knowing it even takes care of your greasy filter for clean dishes and a fresh dishwasher. Fairy combines liquid and powder in one powerful capsule. Its ultra soluble pouch dissolves fast, so it starts cleaning quickly to get the job done. And they are so easy to use! No unwrapping needed, just place them in your dishwasher detergent dispenser.","5-15% Non-Ionic Surfactants, Oxygen-Based Bleaching Agents, <5% Phosphonates, Polycarboxylates, Enzymes, Perfumes, Citronellol, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304590682
Finish Quantum Ultimate Lemon 44 Dishwasher 550G,(33),4.4,8.00,FINISH QUANTUM ULMTE LEM 44 D/WASHER 550G ,"15-30% Non-Ionic Surfactants, 5-15% Oxygen-Based Bleaching Agents, Polycarboxylates, Phosphonates, Contains Enzymes (Subtilisin, Amylase), Perfumes (Limonene, Geraniol)",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305052454
Raid Fly And Wasp Killer 300Ml,(13),2.6,3.00,"Raid Aerosol Spray is specially formulated to kill different types of flying insects, including mosquitoes and flies. This bug killer has a quick formula to keep bugs away and eliminate insects in seconds, effectively protecting you and your family from their bites. Raid Flying Insect Killer Aerosol can be used indoors. The spray leaves a neutral scent. See the label for detailed precautions and usage directions.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255284088
Ariel All In 1 Washing Pods Original 36 Washes 907.2G,(244),4.3,7.00,"Extraordinary cleaning power in one little pod. Ariel Allin1 Pods Original washing capsules have a unique multi-compartment design that keeps the ingredients stable and separate until they reach the wash, providing a super concentrated cleaning power. The innovative film of Ariel washing Tablets dissolves completely in contact with water to release the powerful technologies that tackle a broad stain range providing you the best liquid detergent from Ariel, with just the right amount of detergent.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Citronellol, Coumarin, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306460539
Tesco Tie Top Garden Sacks 10 Pack (80L),(6),1.7,2.10,Tesco 10 heavy duty garden sacks tie-top.,Made in France,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294937467
Baco Refill Cling Film Roll 350Mm X 60M,No ratings yet,Nan,2.60,"For information, other useful cooking tips and recipes, visit... www.bacofoil.co.uk",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264522370
Dettol Surface Cleanser Antibacterial Spray 750 Ml,(3),5,1.50,Anti-Bacterial Surface Cleanser,"Per 100g of product contains 0.07g Benzalkonlum Chloride, Contains < 5% Non-Ionic Surfactants, Disinfectant, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264843462
Spontex 40 All Purpose Cloths On A Roll,(6),2.7,3.00,Versatile and absorbent.,40 x All Purpose Cloths,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252440070
Kleenex Balsam Twin Pack Tissues 64S,(37),4.6,3.00,Kleenex® Balsam Tissues Regular,"By Appointment to Her Majesty The Queen Manufacturers of Disposable Tissues Kimberly-Clark Limited Kings Hill, Kent",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301979435
Bacofoil Zipper Small Bags X15,(1),5,2.00,"For information, other useful cooking tips and recipes, visit... www.bacofoil.co.uk",15 x Bags,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295614393
Comfort Intense Fresh Sky Fabric Conditioner 900Ml,(26),4.8,3.00,"From just one tiny dose it gives you intensely fresh clothes straight out of the laundry wash. Every drop is ultra-concentrated with special technology that releases wave after wave of long-lasting fragrance that stays even after your clothes come out of the wardrobe. Thanks to its ultra-concentrated formula, you only need to use a tiny dose of Comfort Intense to get maximum freshness from every wash.","15 -30%: Cationic surfactants. <5%: Perfume, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Citronellol, Eugenol, Geraniol, Hexyl Cinnamal, Limonene, Linalool, Benzisothiazolinone, Methylisothiazolinone, DMDM Hydantoin",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302836782
Spontex Thick Moppets 2 Pack,(1),5,2.00,Extra thick.,2 x Sponge Wipes,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255217146
