Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Bold 2 In 1 Powder Lavender 2.6 Kilograms,(393),4.8,5.25,"A relaxing and lingering scent, that’s Bold Lavender and Camomile Washing Powder. Imagine strolling through fragrant lavender fields, leaving all cares behind. This classic scent blends soothing camomile and honey with woody notes for a total feeling of serenity. Breathe in the blissful notes and ... relax.","5-15% Anionic Surfactants, <5% Non-Ionic Surfactants, Oxygen-Based Bleaching Agents, Phosphonates, Polycarboxylates, Zeolites, Enzymes, Optical Brighteners, Perfumes, Benzyl Salicylate, Coumarin, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/282028248
Fairy All In One Original Dishwasher 78 Tablets 1054G,(136),4.8,10.00,"Fairy Original All in One dishwasher tablets have the 1st time cleaning action and are effective even on 100% grease (pure food grease). Fairy Original combines liquid and powder in one powerful capsule. Its ultrasoluble pouch dissolves much faster than hard-pressed tablets, so they start acting immediately to get the job done. Plus, they're incredibly easy to use. Just place them in your dishwasher detergent dispenser. No unwrapping and no mess. Also use Fairy washing up liquid in your sink. Its concentrated formula cuts through grease instantly, to give you brilliant clean dishes. The cleaning power you can always trust for your washing up.","Sodium Carbonate Peroxide, Trideceth-N",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304590797
Surcare Non Biological Laundry Liquid 980Ml,(6),5,5.00,Find out more at sourcare.co.uk,"Surcare non-bio laundry liquid contains amongst other ingredients: 5-15%: Non-Ionic Surfactants, Anionic Surfactants, Soap, Less than 5%: Phosphate, Also contains: Optical Brightener",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297737676
Zip 16 Fast & Clean Wrapped Firelighters,(1),5,2.95,"For details of our local distributors, please visit www.zipfires.com/distribution",Manufactured in Ireland,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/278902803
Glade Automatic Spray Refil Bali Sandal Wood & Jasmine,(441),3.6,2.50,"Customise your home air freshening experience with Sensual Sandalwood & Jasmine Glade Automatic Spray. Choose a setting on the holder's timer to have your home fragrance automatically dispensed into a room every 9, 18 or 36 minutes, or press the boost button for an instant burst anytime you want it.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/281976492
Marigold Sensitive Gloves Medium 1 Pair,(4),3.2,3.00,Why Marigold?,Made in Malaysia,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/277290657
Dettol Antibacterial Mould & Mildew Remover Spray 750Ml,(12),4.5,3.50,For ingredients: www.rbeuroinfo.com,"Per 100g product: 2.2g Sodium Hypochlorite, Contains less than 5% of Non-Ionic Surfactants, Parfum: None",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264514881
Ecover Concentrated Non Bio. Liquid 1.5Ltr 42 Wash,(88),4.3,9.00,Clean Factory: Made in our Zero Waste certified factory. Find out more at ecover.com,"5-15%: Anionic Surfactants, Non-Ionic Surfactants, Soap, 5%: Perfume, Others: Water, Alcohol Denat., Tetrasodium Glutamate Diacetate, Sodium Citrate, Bio Poly Ethyleneglycol Propyleneglycol Oligo Ester, Citric Acid",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271573592
Tesco Food Bags Click & Seal Xl 15 Pack,(2),5,2.00,TESCO 15 CLICK SEAL FOOD BAGS,"Produced Thailand, Packed in Thailand",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297040388
Lenor Unstoppables Scent Booster Dreams 264G,(2),5,4.00,"Available in different scents, each Lenor Unstoppables fragrance provides an in-wash scent boost that injects freshness into every wash. A boost of freshness from wash to wash, Lenor Unstoppables keeps up to 12 weeks with boosted freshness (in storage), so your clothes are always ready to wear, infused with your favourite scent. Our scent experts recommend Unstoppables Dreams if you are looking for a bursting with jasmine & gourmand vanilla. For an optimal use, Lenor Unstoppables should be added into the empty drum before every wash; then add clothes, detergent, fabric conditioner, your usual laundry routine.","Perfumes, Alpha-Isomethyl Ionone, Citronellol, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305014293
Pledge Soapy Wood Cleaner 750Ml,(1),1,2.50,"Pledge Clean It Gentle Wood Floor Cleaner Original is a pledge wood floor cleaner that has an  oil-free solution that gently cleans sealed wood floors. This floor cleaner liquid enhances the natural beauty of your sealed wood floors, without leaving residue. Make your floors glisten with Pledge Clean It Gentle Wood Floor Cleaner Original, ideal for all your wood flooring cleaning solutions, whether it be high gloss flooring, laminate, sealed  or a hard wood surface.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/267027859
Method Wood Floor Cleaner 739Ml,(31),4.5,4.00,Wood Floor Cleaner Almond,"<5%: Nonionic Surfactants, Parfum (Butylphenyl Methylpropional), Preservative (Quaternium-15), Also contains: Water, Alcohol, Methoxyisopropanol, Sodium Bicarbonate, Sodium Sesquicarbonate, Colourants",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261747926
Vanish Gold Pre- Treat Stain Remover Power Gel 200 Ml,(22),4.7,3.15,www.rbeuroinfo.com,"Contains 5-15% Nonionic Surfactants, <5% Anionic Surfactants, Polycarboxylates, Enzymes, Benzisothiazolinone, Methylisothiazolinone, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/281815948
Touch & Fresh Refill Clean Linen,(1),5,2.00,"Freshen the air in just one touch with Glade Touch & Fresh room spray. Providing 10x more freshness vs. traditional aerosols*, its sleek, compact design makes it perfect for use in any room (*vs. Glade Aerosol). Simply place your favourite Glade Touch & Fresh air freshener refill, such as Pure Clean Linen, into the holder and press on the circle to dispense room fragrance infused with essential oils.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260859853
Tesco Limescale Preventer Gel 1 Litre,(8),2.9,2.25,Tesco limescale prevention gel.,"Contains amongst other ingredients: <5% Phosphonates. Preservatives: Benzisothiazolinone, Methylisothiazolinone, Laurylamine Dipropylenediamine.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/274598978
Pledge Fluffy Duster Starter Kit,(7),4.7,3.00,"The Pledge Duster Starter Kit picks up unwanted particles like dust, dirt and lint. Bringing out the beauty in your home can be as quick and easy as a simple dusting. Pledge Dusters are made with long, fluffy fibres that remove dust and the allergens* in dust, dirt and lint with a few effortless swipes of the handle. Unlike a traditional feather duster, simply attach a disposable duster to the handle, dust your surfaces and toss away your dirty disposable dusters. This duster brush kit includes a duster handle and 2 disposable fluffy dusters. *From pet dander",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257826447
Tesco Soft Grip Scrubbing Brush,(14),3.9,2.00,All purpose scrubbing brush,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261811580
Flash Magic Eraser Ultra Power 2 Pack,(721),4.7,2.50,"Try Flash Magic Eraser Ultra Power and tackle the tough stains you've given up on, all around the house. It removes stains, marks and scuffs from most washable surfaces. Great for your tough cleaning jobs and messes! Try it wherever you find tough dirt, throughout the house: from crayon on walls to burnt-on grease on the cooker top, from grimy bathtubs to grout lines between the tiles! We love to use it on greasy hand marks around light switches! And with Ultra Power Magic Eraser is even more durable, lasting up to 25% longer than original Flash Magic Eraser. Run under the tap to wet, squeeze it out, and clean off the tough stains like magic.",Germany,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/281512356
Ariel All In 1 Washing Pods 25 Washes 630G,(242),4.3,5.00,"Extraordinary cleaning power in one little pod. Ariel Allin1 Pods Original washing capsules have a unique multi-compartment design that keeps the ingredients stable and separate until they reach the wash, providing a super concentrated cleaning power. The innovative film of Ariel washing Pods dissolves completely in contact with water to release the powerful technologies that tackle a broad stain range providing you the best liquid detergent from Ariel, with just the right amount of detergent.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Citronellol, Coumarin, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306519034
Ariel All In 1 Washing Pods Colour 25 Washes 595G,(22),2.7,5.00,"Extraordinary cleaning power in one little pod. Ariel Allin1 Pods Colour washing capsules have a unique multi-compartment design that keeps the ingredients stable and separate until they reach the wash, providing a super concentrated cleaning power. The innovative film of Ariel Pods dissolves completely in contact with water to release the powerful technologies that tackle a broad stain range providing you the best liquid detergent from Ariel, with just the right amount of detergent.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Citronellol, Coumarin, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306519011
Comfort Perfume Heavenly Nectar Fabric Conditioner 58W 870Ml,(122),4.8,3.00,"Comfort Perfume Deluxe Heavenly Nectar is a daring blend of rich orchids, red fruits and cedarwood. For an elegant and glamorous scent. With its top note of frangipani, heart notes of lily and base notes of vanilla and cedarwood, Comfort Perfume Deluxe Heavenly Nectar is a fragrance so gorgeous you’ll forget it’s your fabric conditioner. Comfort Perfume Deluxe is a sophisticated collection of fabric conditioners that wrap your clothes in truly luxurious fragrances you will always be inspired to wear. Each of these fragrances have been specially crafted in partnership with world renowned perfumers and inspired by the latest trends in fine fragrance. Currently, available in three fragrances: Heavenly Nectar (82, 58 and 36 Washes), Lavish Blossom (82, 58 and 36w), Aqua Bloom, Divine Petals and Luscious Bouquet. How to use: Pour a dose of Comfort Perfume Deluxe Heavenly Nectar fabric conditioner straight into the correct compartment of your washing machine drawer along with your favourite laundry detergent. Please do not pour directly onto fabrics. Choose the right wash setting and let your machine take care of the rest, as it releases the fabric softener during the final rinse cycle. Use Comfort Perfume Deluxe fabric conditioner in every wash to add luxurious fragrances to your clothes.","15-30%: Cationic surfactants. <5%: Perfume, Amyl Cinnamal, Benzyl Benzoate, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Limonene, Linalool, DMDM Hydantoin, Potassium sorbate",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299196148
Airwick Air Freshener Freshmatic Refill Linen 250 Ml,No ratings yet,Nan,3.00,www.rbeuroinfo.com,Made in EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264943954
Method Foaming Handwash Green Tea 300Ml,(8),4.6,3.00,All method bottles are recyclable,"Aqua, Sodium Lauryl Sulfate*, Cocamidopropyl Betaine*, Sodium Benzoate, Parfum, Sodium Chloride*, Glycerin*, Citric Acid*, Hexyl Cinnamal*, Limonene*, Linalool*, CI 47005, Sodium Citrate*, Aloe Barbadensis Leaf Juice*, Tocopheryl Acetate*, CI 61570, *Denotes Plant or Mineral origin",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/283740212
Kleenex Balsam Pocket Tissues 8 Pack 9S,(36),4.5,2.00,Kleenex® Balsam Tissues,"By Appointment to Her Majesty The Queen Manufacturers of Disposable Tissues Kimberly-Clark Limited Kings Hill, Kent",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285767284
Tesco Power Hob Cleaner 500Ml,(16),2.2,2.00,Tesco Power Hob Cleaner,"Tesco Power Hob Cleaner contains amongst other ingredients; less than 5 % non-ionic surfactants, Anionic surfactants, EDTA Also contains: Perfume, Limonene. May produce an allergic reaction.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/291419960
Hg Grease Away Half Litre,(3),5,3.00,Kitchen Grease Away,"Contains a.o: Non-ionic Surfactants, NTA (Nitrilotriacetic Acid) and Salts thereof <5%, Perfumes: Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301947259
Hg Shower & Washbasin Spray 500Ml,(1),5,3.00,HG SHOWER & WASHBASIN SPRAY 500ML ,"Contains a.o.: Non-Ionic and Anionic Surfactants Phosphates < 5%, Perfumes, Preservation Agents: 2-Bromo-2-Nitropropane-1, 3-Diol",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305834382
Spontex Handy Tough Scourer,(5),5,1.50,Powerful metal scourer with unique handle.,1 x Metal Scourers,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252195025
Lenor Tumble Dryer Sheets Summer 34 Pack,(572),4.8,2.30,"Lenor fabric conditioner sheets especially designed for your tumble dryer. They help protect your clothes, towels and bedding from creasing, static cling and loss of freshness caused by the heat of the tumble dryer. With Lenor sheets in your tumble dryer, clothes feel as fresh as if they had been dried outside on the line. Add 1 Lenor Sheet to your tumble dryer for uplifting outdoor freshness on your clothes. Lenor Summer Breeze sheet will fill your clothes with the revitalizing sweet scent that will boost your mood and sense of well-being. White floral scents are blended with sunflowers and a base of soft musk releases a sense of warmth and comfort like a gentle summer breeze.",">30% Cationic surfactants; 
Perfumes, Benzyl salicylate, Citronellol, Eugenol, Hexyl cinnamal, Limonene.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/266106094
Tesco Carpet & Upholstery Cleaner 500Ml,(6),3.2,2.00,Carpet and upholstery cleaner,"Tesco Carpet & upholstery cleaner contains amongst other ingredients; Less than 5 % Non-ionic surfactants, Anionic surfactants, Oxygen-based bleaching agent. Also contains Perfume (Hexyl Cinnamal, Limonene).",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/291420023
Harpic Hygienic Remover Toilet Block Limescale 2X40g,(3),3.7,1.00,Hygienic Toilet Block Anti Limescale.,"Contains >30% Anionic Surfactants, <5% Aliphatic Hydrocarbons, Phosphonates, Perfume, Hexyl Cinnamal, Butylphenyl Methylpropional, Coumarin, Alpha-Isomethyl Ionone and Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/272041771
Airwick Fresh Matic White Vanilla Single Reffil250ml,(2),3,3.00,Our Home Our Planet,Made in EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/274260306
Surf Tropical Lily Washing Powder 130 Wash 8.385Kg,(1),5,12.00,"Surf Tropical Lily Ylang Ylang is a gorgeous bouquet of two of nature most exotic and enticing flowers. Feminine and strong, the lily's honeyed, floral scent is a favorite, ranking in the top five most popular fresh cut flowers in the world. The Ylang Ylang flowers sweet aroma seduces the senses and soothes the spirit. Its sensual fragrance is said to re-connect mind and body, creating feelings of euphoria. Surf Tropical Lily & Ylang Ylang with its exotic fragrance is available in washing liquid, washing powder and washing capsules and is suitable for washing both colours and whites. Surf's laundry range brings you the joy of fragrance, long after you've washed your clothes. With burst after burst of uplifting fragrance released right through your day, your laundry stays fragrantly fresh, with a brilliant deep clean you'll love",United Kingdom,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302940652
Tesco Ambience Lavender Dreams Biological Gel 540Ml,(5),4.4,2.00,Tesco lavender dreams bio laundry gel.,"Ingredients: >30% Anionic Surfactants. 5-15% Non-Ionic Surfactants, Soap. <5% Phosphonates. Also contains: Enzymes, Optical Brightener, Perfume, Linalool, Butylphenyl Methylpropional, Coumarin, Eugenol, Hexyl Cinnamal, Citronellol, Geraniol, Benzyl Salicylate, Benzyl Benzoate.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297747825
Duck Rim Block Refill Cool Mist,(3),2.3,1.50,"Hygiene in the home is an essential part of everyday life, particularly when it comes to the toilet. Duck 3in1 toilet cleaner consistently cleans, freshens and ﬁghts limescale. With its unique action, Duck 3in1 helps keeping your toilet fresh and clean with every flush, leaving behind a long lasting fragrance.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260377052
Surf 5 Herbal Extract Washing Liquid 25 Wash 875Ml,(58),4.7,3.00,"Surf Herbal Extracts Liquid Washing Detergent is enriched with the perfect combination of herbal notes that will soothe your senses and leave your clothes with a lovely, fresh fragrance. Thanks to a carefully selected blend of fresh herbal scents, this laundry detergent will fill your wardrobe with bursts of long-lasting, invigorating fragrances. Let Surf's laundry range bring you the joy of fragrance, long after you've washed your clothes. With burst after burst of uplifting fragrance released right through your day, your laundry will stay fragrantly fresh, with a brilliant deep clean you'll love. Our Herbal Extracts detergent, with its soothing fragrance, is available in washing liquid, washing powder and washing capsules and is suitable for washing both colours and whites. Surf liquid is also suitable for cold washes. It delivers excellent fragrance and brilliant cleaning. Our bottle is 100% recyclable with the sleeve removed. To use Surf liquid effectively, pour into the dosing ball and then place this in the drum of your washing machine. Then add your laundry and start the wash. For the best results, use 35 ml Surf liquid for standard loads (4-5 kg) and soft/medium water. Use 52 ml for larger or dirtier loads, and hard water.","5-15%: Anionic surfactants. <5%: Nonionic surfactants, Perfume, Polycarboxylates, Soap, Phosphonates, Enzymes, Benzyl Salicylate, Citronellol, Hydroxycitronellal, Limonene, Methylisothiazolinone, Octylisothiazolinone",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/277492844
Comfort Creation Fabric Conditioner Water Lily 33 Wash 1.16L,(55),4.5,2.00,"Invigorate your washing with Comfort Creations Waterlily & Lime Fabric Conditioner. With a fresh blend of soft waterlily and sharp citrus handpicked by perfume experts, it provides you with 100% more long-lasting fragrance in every drop*. With every wash, Comfort Creations fabric softener locks in lasting freshness and refreshing fragrances while adding super softness to all your clothes. Use our fabric conditioners regularly and enjoy exceptional softness and a fresh-smelling fragrance. How to use: Pour a 35 ml dose straight into the correct compartment of your washing machine drawer along with your favourite laundry detergent for lasting freshness. Do not pour directly onto fabrics. Choose the right wash setting and let your machine take care of the rest, as it releases the fabric softener during the final rinse cycle. Use Comfort fabric conditioner in every wash to maintain garment colour and to keep your family's clothes looking and feeling extra soft. Comfort Creations Waterlily & Lime Fabric Conditioner will improve your washing experience, giving all of your clothes a crisp, clean scent that lasts all day. Explore our other outstanding fabric softeners from the Comfort Creations range, including Honeysuckle & Sandalwood, Tuberose & Vanilla Flower and Cherryblossom & Sweetpea. *Versus Comfort Pure","5-15%: Cationic surfactants.<5%: Perfume, Alpha-Isomethyl Ionone, Benzyl Benzoate, Benzyl Salicylate, Citronellol, Geraniol, Limonene, Linalool, DMDM Hydantoin, Potassium sorbate",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/283023563
Tesco Dry Air Freshener Cherry Bloss & Peony 250Ml,(3),5,1.25,"CHERRY BLOSSOM & PEONY AIR FRESHENER, 250 ML",Tesco room fragrance contains amongst other ingredients Propellant: Butane/ Isobutane/ Propane - more than 30%. Also contains Alcohol denat. and Perfume.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301737215
Tesco Non Biological 3In1 Laundry Detergent Capsules 16 Washes 392Ml,(5),3.6,2.75,Tesco Non Bio 3-in-1 Detergent Capsules,"Ingredients: >30% Anionic Surfactants. 15-30% Non-Ionic Surfactants. 5-15% Soap. <5% Phosphonates, Polycarboxylates. Also contains: Optical Brighteners, Perfumes.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302064796
Cif Eco Refill Power & Shine Bathroom 70Ml,(55),4.5,1.50,Cif Eco Refill Power & Shine Bathroom 70ml ,">30% Non-ionic surfactant. <5% Perfume, Polycarboxylates, Benzyl Salicylate, Limonene, Citronellol, Geraniol, Alpha-Isomethyl Ionone, Eugenol, Coumarin, Methylchloroisothiazolinone, Methylisothiazolinone",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305048120
Surcare Fabric Conditioner 750Ml,(2),5,1.50,Find out more at sourcare.co.uk,"Surcare fabric softener contains amongst other ingredients:, 5-15%: Cationic Surfactants, Also contains: Preservative: Phenoxyethanol",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297737653
Persil Non Biological Washing Powder 130 Wash 8.385Kg,(70),4.8,14.00,"Persil Non Bio Washing Powder is gentle next to sensitive skin and tough on stains, perfect for all the family. Persil’s skin care research is recognised by the British Skin Foundation, so you can be confident that this non biological washing powder will be kind to your clothes and gentle next to skin. Its mild formula makes it the ideal detergent for washing baby clothes, so that everyone from newborns to parents can benefit from Persil Non Bio powder’s gentle touch. It is also formulated with biodegradable ingredients, and the pack is 100% recyclable – tough on stains, kinder to our planet. Persil washing powder is designed to help tackle stubborn stains like oil and dirt even in a quick wash. With great cleaning results on every wash, including cooler programmes, Persil Non Bio Washing Powder can help you save time and energy while still leaving your clothes fresh and clean. How to use: Use this Persil washing powder to remove stains and refresh your family's clothes with a gentle clean. Add the washing powder into the dispenser drawer (see pack for full dosing instructions) and check the care labels on your garments before selecting the appropriate wash cycle and temperature. This washing powder can be used for both machine washing and handwashing. If washing clothes by hand, follow the instructions on the pack and dissolve the washing powder completely in water. Always test the colourfastness of any new coloured clothes before laundering, and wash light, dark, and coloured clothing separately to avoid fading or colour run. For the best results, add Comfort Pure fabric conditioner to the detergent drawer before washing as usual.","""5-15%: Oxygen-Based Bleaching Agents, Anionic surfactants.  <5% Nonionic Surfactants, Perfume, Polycarboxylates, Soap, Phosphonates, Optical brighteners.""",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302940928
Duck Fresh Disc Refill Lime 2 X 36Ml,(226),4.1,5.00,"Fretting about traditional toilet cleaner cages that harbour germs? Fret no more. Duck® Fresh Discs Lime have a gel-based toilet stain remover formula that self-sticks to the toilet bowl so germy cages aren’t something to fret about. Fresh Discs prevent the buildup of limescale and germ-harbouring stains. Just stick one to the inside toilet rim, so you can keep things clean with a fresh Lime scent. No touching or scrubbing required, just automatic freshening action with every flush. Pretty easy, huh? This bathroom cleaner refill value pack contains 2 gel tubes with 12 discs. Also available in starter packs that contain a handle and 6 discs.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299772342
Persil 3 In 1 Biological Capsules 38 Capsules 1026G,(99),4.6,6.00,"To remove stains first time, even in a quick lower-temperature wash, try Persil 3 in 1 Laundry Washing Capsules. Our capsule formula in these laundry detergent capsules gives you powerful stain removal and a fresh fragrance, all while caring for the colours and fibres and reducing bobbles* in your clothes. These Persil laundry capsules will leave the whole family with fresh, clean clothes time and time again. The formulation of these capsules is boosted with plant-based stain removers and biodegradable ingredients, and they come in a 100% recyclable tub. Tough on stains, kinder to our planet. Our 3 in 1 capsules are the latest innovation from Persil, created to give you powerful stain removal and expert clothing care in one convenient pre-measured dose. Persil 3 in 1 capsules dissolve fast to get to work quickly. How to use: Simply place 1-2 capsules (depending on load size and water hardness) at the back of your washing machine drum before adding your clothes on top. For the best results, add Comfort fabric conditioner to the detergent drawer before washing as usual. Note: Do not rip, tear or pierce the capsules – the outer layer will dissolve in the wash. *With continuous use, results visible after 20 washes","15-30%: Anionic surfactants, Nonionic surfactants, soap. <5%: Enzymes, Optical brighteners, Perfume, Phosphonates, Polycarboxylates, Benzyl Benzoate, Geraniol, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304396590
Baco Cling Film Dispenser 350Mmx10,(6),3,4.00,"For information, other useful cooking tips and recipes, visit... www.bacofoil.co.uk",Store in a cool dry place (15°C-20°C) away from sunlight and strong odours.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284068767
Vanish Gold Stain Remover Powder 470G,(27),4.8,4.25,For ingredients information: www.rbeuroinfo.com,">30%: Oxygen-Based Bleaching Agents, <5%: Anionic Surfactants, Non-Ionic Surfactants, Zeolite, Enzymes, Perfume, Hexyl Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/280608049
Spontex Soft Hands Rubber Gloves Medium / Large,(13),1.6,3.00,For soft and beautiful hands.,Store away from direct heat and sunlight.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302533420
Raid Ant Plus Cockroach Killer 300Ml,(3),4.7,3.00,"Raid Crawling Insect Killer is specially formulated to kill a large variety of crawling insects including ants, cockroaches and spiders. This insect repellent and bug killer has a quick and long-lasting formula to keep bugs away and eliminate insects in seconds, and protects against ant, cockroach and spider infestations. Raid Crawling Insect Killer leaves a pleasant, fresh scent. Use indoors. See the label for detailed precautions and usage directions.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252775762
Ariel All In One Washing Pod Febreze 36 Washes 907.2G,(17),4.2,7.00,"Extraordinary cleaning power in one little pod. Ariel Allin1 Pods +Touch Of Febreze Freshness washing capsules have a unique multi-compartment design that keeps the ingredients stable and separate until they reach the wash, providing a super concentrated cleaning power. The innovative film of Ariel washing Tablets dissolves completely in contact with water to release the powerful technologies that tackle a broad stain range providing you the best liquid detergent from Ariel, with just the right amount of detergent.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Citronellol, Eugenol",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306518719
Airwick Air Freshener Crisp Linen Plug In Refill 2 X 17 Ml,No ratings yet,Nan,5.00,www.rbeuroinfo.com,"Blister. Widely Recycled
Card. Widely Recycled",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/276633836
Ariel Laundry Biological 888Ml,(5821),4.7,4.25,"Ariel Gel provides you with brrrrilliant cleaning even in a cold wash. With Ariel's washing gel, you no longer need to choose between cleaning and care. Unlike washing powder this super concentrated detergent activates in cold water and dissolves rapidly even in a quick wash, removing stains and leaving your clothes clean and vibrant. Use together with Lenor fabric conditioners and Unstoppables, in wash scent booster, for an extra boost of softness and freshness. 24 washes based on 37ml per wash.","15-30% Anionic Surfactants, <5% Non-Ionic Surfactants, Phosphonates, Soap, Enzymes, Optical Brighteners, Benzisothiazolinone, Perfumes, Alpha-Isomethyl Ionone, Citronellol, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/275060426
Fairy Non Biological Laundry Liquid 4.55L 130 Washes,No ratings yet,Nan,14.25,Fairy Non Bio Laundry Liquid 4.55L 130 Washes ,"5-15% Anionic Surfactants, Non-Ionic Surfactants, <5% Phosphonates, Soap, Optical Brighteners, Benzisothiazolinone, Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302302567
Glade Sense And Spray Duo Refill Clean Linen,(458),3.4,4.00,"Freshen any room in your home when you need it most with motion air freshener Glade Sense & Spray. With an attractive design that blends into your home decor, you can add fragrance with any of your favourite Glade Sense & Spray refills, including Clean Linen. The battery-operated holder conserves refills using motion sensor technology, automatically releasing a burst of fragrance infused with essential oils into the air when you pass by or turn on the light. Or simply press the boost button  for an extra burst.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/291375865
Ambi Pur 3Volution Refill Exotic Fruity Fusion,(1407),4.6,2.75,"Febreze Air Freshener Plug-In Refill with Odourclear technology continuously cleans away tough lingering odours, leaving a light fresh scent for up to 80 days (if used 12 hours a day on setting 2). The Fruity Tropics scent is inspired by a unique blend of exotic fruits, which are enjoyed on a beach enclosed by palm trees. Create the ambiance you desire with Febreze Plug-in and its bountiful range of high quality fragrances that truly cleans away odours, letting you and your guests enjoy a true scent and freshness experience. Use the Febreze Plug refills only with Febreze devices, sold separately, to fill your home with air freshness and fragrance that you will keep noticing day after day, week after week. And for instant freshness, try the full range of new Febreze products with the unique Odourclear technology, such as Febreze Fabric Refresher, Air and Car Freshener.","Benzyl Salicylate, Linalool, 2.4-Dimethyl-3-Cyclohexene Carboxaldehyde, Amyl Cinnamal, Dimethyl Heptenal, Dihydromyrcene, Delta-Damascone, Ethyl Methylphenylglycidate, Pentamethylheptenone, 1H-Indene-Ar-Propanal 2, 3-Dihydro-1, 1-Dimethyl, Limonene, Cyclamen Aldehyde, Geraniol, Alpha-Damascone, Citronellol, 1-Cyclohexene-1-Propanal 4, 4-Dimethyl-, Lauraldehyde, Hydroxycitronellal, Citral, Methyl Octine Carbonate, Alpha-Isomethyl Ionone, Dimethyl-3-Cyclohexene-1-Carbaldehyde, Isoeugenol",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/276615334
