Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Jacobs Biscuits For Cheese 300G,(2),3.5,2.99,Biscuits for Cheese Selection,"Flour (Wheat Flour, Calcium Iron, Niacin, Thiamin), Vegetable Oil (Palm), Sugar, Barley and Barley Malt Extract, Dried Powdered Cheese (Milk), Wheatgerm, Glucose Syrup, Salt, Wheat Starch, Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate, Disodium Diphosphate), Sesame Seeds, Dried Autolysed Yeast, Dried Whey (Milk), Natural Flavouring [Dried Yeast Extract, Potassium Chloride, Dried Cheese (Milk), Maltodextrin, Natural Flavourings, Dried Whey (Milk), Milk Protein], Black Pepper, Acid (Lactic Acid), Malted Barley Flour, Natural Flavourings, Emulsifier (E472e), Yeast, Poppy Seeds",Nan,Energy (kJ)1999(kcal)477Fat,https://www.tesco.com/groceries/en-GB/products/297544472
Lindt Excellence Touch Of Sea Salt Chocolate Bar 100G,(46),4.7,2.00,Extra fine dark chocolate with sea salt.,"Sugar, Cocoa Mass, Cocoa Butter, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Sea Salt (0.3%), Flavouring Vanillin, Dark Chocolate contains: Cocoa Solids: 47% min",Nan,Energy 2205 kJ / 529 ,https://www.tesco.com/groceries/en-GB/products/266726834
Fruit Factory Fruit Strings Strawberry 5X20g,No ratings yet,Nan,2.00,Strawberry fruit strings,"Fruit Juice Concentrate (Equivalent from 132g Strawberry Juice), Glucose Syrup, Sugar, Fructose Syrup, Gelling Agents (Gelatine, Agar), Acidity Regulator (Citric Acid), Natural Strawberry Flavouring with other Natural Flavouring, Natural Colour (Anthocyanin), Coconut Oil, Carnauba Wax",Nan,Energy1405kJ/335kcal280kJ/65kcalFat0.2 g<0.1 gof which saturates0.1 g<0.1 ,https://www.tesco.com/groceries/en-GB/products/265285285
Kp Salt & Vinegar Peanuts 180G,(2),5,2.50,Salt & Vinegar Flavour Peanuts,"Peanuts, Salt & Vinegar Flavour [Natural Flavourings, Salt, Sugar, Potassium Chloride, Maltodextrin, Acid: Citric Acid, Dried Yeast Extract, Dried Barley Malt Vinegar], Sunflower Oil",Energy 2550kJ ,Energy 2550kJ765kJ-615kcal185kcalFat 50g15gof which Saturates 7.9g2.4gCarbohydrate 7.4g2.2gof wh,https://www.tesco.com/groceries/en-GB/products/266183939
Kellogg's Krave Cereal 375G,(2),3,3.00,"Wheat, Oat, and Rice Pillow containing a Chocolate and Hazelnut Flavoured Filling.","Cereal Flours(Wheat{26%}, Oat{17%}, Rice{11%}), Chocolate Hazelnut Filling(Sugar, Vegetable Oil(Rapeseed, Palm), Chocolate(4%)(Sugar, Cocoa Mass), Maltodextrin, Fat Reduced Cocoa Powder, Milk Whey Powder, Skimmed Milk Powder, Hazelnut(1%), Emulsifier(Sunflower Lecithin), Natural Flavouring), Sugar, Salt, Colour(Carotenes, Annatto), Antioxidant(Ascorbyl Palmitate, Alpha Tocopherol), Vitamins & Minerals: Niacin, Iron, Vitamin B6, Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin), Folic Acid, Vitamin B12",Energy 1892kJ ,Energy 1892kJ568kJ-450kcal135kcal7%Fat 16g4.8g7% of which saturates 4g1.2g6%Carbohydrate 68g20g of which sugars 29g8.7g10%Fibre 3.3g1.0gProtein 6.9g2.1gSalt 1.1g0.33g6%Thiamin (B1) 0.91mg83%0.28mg25%Riboflavin (B2) 1.2mg83%0.35mg25%Niacin (B3)13.3mg83%4.0mg25%Vitamin B6 1.2mg83%0.35mg25%Folic Acid (B9)166µg83%50.0µg25%Vitamin B12 2.1µg83%0.63µg25%Iron 8,https://www.tesco.com/groceries/en-GB/products/266077887
Ye Olde Oak American Style 6 Hot Dogs 300G,(1),1,1.70,American Style Hot Dogs,"Hot Dogs: 74% Chicken (Mechanically Separated), Water, Starch, Salt, 3, 4% Chicken Skin, Beef Collagen Casing, Smoke Flavour, Stabiliser (Triphosphates), Herbs, Thickener (Guar Gum), Preservative (Sodium Nitrite), Spice Extracts, Brine: Water, Smoke Flavour",Nan,Energy 568 kJ/136 kcal284kJ/68 kcalFat 8.0 g4.0 gof which satu,https://www.tesco.com/groceries/en-GB/products/272877824
Very Lazy Red Chillies 190G,(7),3.7,1.50,Red Chillies in White Wine Vinegar,"White Wine Vinegar (Sulphites), Dried Chillies",Nan,Energy 38,https://www.tesco.com/groceries/en-GB/products/253637562
Baxters Favourite Minestrone Soup 400G,(2),3,1.15,Pack size: 400G,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252512377
Tesco Indian Basmati Rice 2Kg,(3),3,3.00,Basmati rice.,Store in a cool dry place. ,Energy 648kJ / 153kcal ,Energy648kJ / 153kcal1523kJ / 359kcalFat1.0g2.4gSaturates0.1g0.2gCarbohydrate32.3g75.9gSugars0.1g0.2gFibre0.5g1.2gProtein3.4g8.0gSalt0.1g0.1g* Reference intake of an average adult,https://www.tesco.com/groceries/en-GB/products/256148174
Farabella Gf Potato Gnocchi 500G,(1),5,3.00,Gluten free potato gnocchi with rice specifically formulated for people intolerant to gluten.,"Rehydrated Potato Flakes (85%), Rice Flour (11%), Potato Starch, Salt, Acidity Regulator: Lactic Acid, Preservative: Sorbic Acid",Nan,Energy 783 ,https://www.tesco.com/groceries/en-GB/products/305941829
Green & Blacks Dark Salted Caramel Chocolate 90G,(3),2.3,2.00,Chocolate with salted caramel (15 %).,"Cocoa Mass, Sugar, Cocoa Butter, Glucose Syrup, Salted Butter (Butter, Salt), Palm Oil, Anglesey Sea Salt, Molasses, Natural Flavouring, Vanilla Bean Powder, Chocolate: Cocoa Solids 70 % minimum",Energy 2492 kJ ,Energy 2492 kJ448 kJ-600 kcal108 kcal5 %Fat 45 g8.1 g12 %of which Saturates 27 g4.9 g25 %Carbohydrate 39 g7.0 g3 %of which Sugars 32 g5.8 g6 %Fibre 8.2 g1.5 g-Pro,https://www.tesco.com/groceries/en-GB/products/297630934
Knorr Vegetable Stock Cubes 8 X 10G,(93),4.4,1.25,Vegetable Stock Cubes,"Salt, vegetable fats (palm, shea, sal), starch, yeast extract, sugar, onion powder † (2.3%) carrots † (1.5%), herbs (parsley †, tarragon), spices (CELERY seeds, garlic powder †, turmeric †, pepper, parsley root powder †), tomato puree powder †, red pepper †, flavourings (contain CELERY), caramel syrup, leek †, maltodextrin. † Sustainably grown",Nan,Energy (kJ)31 kJEnergy (kcal)7 kcalFat (g)0.6 gof which saturates (g)0.4 gCarbohydrate (g)<0.5 gof which sugars (g)<0.5 gFibre (g)<0.5 gProtein (g)<0.5 gSalt (g)0.96 g*% of Reference,https://www.tesco.com/groceries/en-GB/products/254881270
Princes Black Cherry Fruit Filling 410G,(6),4.8,1.25,Black Cherry Fruit Filling,"Water, Black Cherries (40%), Sugar, Modified Maize Starch, Acidity Regulator : Citric Acid, Colour (Anthocyanins), Flavouring",Nan,Energy361kJ740kJ-85kcal174kcalFat0.4g0.8gOf which saturates0.1g0.3gCarbohydrate19.7g40.,https://www.tesco.com/groceries/en-GB/products/276701416
Doritos Hot Salsa Dip 300G,(1),3,2.50,Doritos Hot Salsa.,"Tomato Purée (49%), Chopped Tomatoes (20%), Onion, Peppers (11%), Jalapeño Peppers (3%), Spirit Vinegar, Salt, Modified Maize Starch, Sugar, Garlic Purée, Capsicum Extract, Coriander",Energy 55kJ/13kcal (1%*) ,Energy 55kJ/13kcal (1%*)138kJ/33kcalFat &lt;0.1g (<1%*)0.1g of which Saturates &lt;0.1g (<1%*)<0.1gCarbohydrate 2.6g6.4g of which Sugars 1.6g (2%*)4gFibre 0.4g0.9gProtein 0.4g1.1gSalt 0.56g (,https://www.tesco.com/groceries/en-GB/products/267031312
Doritos Mild Salsa Dip 300G,(3),2.7,2.50,Doritos Mild Salsa.,"Tomato Purée (49%), Chopped Tomatoes (19%), Onion, Peppers (10%), Jalapeño Peppers (2%), Spirit Vinegar, Salt, Modified Maize Starch, Sugar, Garlic Purée, Coriander, Capsicum Extract",Energy 56kJ/13kcal (1%*) ,Energy 56kJ/13kcal (1%*)141kJ/33kcalFat &lt;0.1g (<1%*)<0.1g of which saturates &lt;0.1g (<1%*)<0.1gCarbohydrate 2.6g6.6g of which sugars 1.6g (2%*)4.1gFibre 0.4g1gProtein 0.5g1.2gSalt 0.55g (,https://www.tesco.com/groceries/en-GB/products/267031030
Schwartz Luxury Bread Sauce 40G,(1),4,0.65,A creamy bread sauce mix with a hint of aromatic cloves for a quick and simple sauce.,"By Appointment to Her Majesty the Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy1585kJ294kJ4%-375kcal70kcalFat4.0g1.7g2%of which saturates1.2g1.0g5%Carbohydrate71.3g9.7g4%of which sugars3.8g3.7g4%Fibre5.5g0.4g-Protein10.7g3.7g7%Salt5.53g,https://www.tesco.com/groceries/en-GB/products/250791964
J.West Sardines Tomato Sauce 120G,(1),3,1.00,Sardines in Tomato Sauce,"Sardines (71%), Water, Concentrated Tomato Paste (12%), Salt",Nan,Energy 685 kJ/164 kcal821 kJ/197 kcalFat 10.0g12.0g (of which saturates)(2.5g)(3.0g) (of which polyunsaturates)(3.2g)(3,https://www.tesco.com/groceries/en-GB/products/252748144
Nestle Aero Milk 4 Pack 108G,(42),4.9,1.00,Smooth bubbly milk chocolate.,"Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Vegetable Fat (Mango Kernel/ Palm/ Sal/ Shea), Lactose and Proteins from Whey (from Milk), Whey Powder (from Milk), Skimmed Milk Powder, Butterfat (from Milk), Emulsifier (Sunflower Lecithin), Milk Chocolate contains Cocoa Solids 25% minimum, Milk Solids 14% minimum and Vegetable Fat in addition to Cocoa Butter",Energy 2246kJ ,Energy 2246kJ603kJ8400kJ-538kcal144kcal2000kcal7%Fat 30.5g8.2g70g12%of which: saturates 17.9g4.8g20g24%Carbohydrate 57.8g15.6g260g6%of which: sugars 56.8g15.3g90g17%Fibre 1.9g0.5g--Protein 6.8g1.8g50g4%Salt 0.23g0.06g6g1%*Reference Intake of an average adult (8400kJ/2000kcal),https://www.tesco.com/groceries/en-GB/products/265046131
Nature's Store Free From Chocolate Orange Rice Cake 100G,(1),5,1.50,Gluten free wholegrain rice cakes topped with orange flavoured dark chocolate.,"Dark Chocolate (60%) (Sugar, Cocoa Mass, Cocoa Butter, Orange Oil, Emulsifier (Soya Lecithins), Natural Vanilla Flavouring), Wholegrain Rice (40%)",Nan,Energy 2031kJ339kJ-485 kcal81 kcalFat 22.7g3.8gof which saturates 13.6g2.3gCarbohydrate 61.4g10.,https://www.tesco.com/groceries/en-GB/products/280569238
Tesco Raisin Wheats Cereal 500G,(6),4.7,1.80,Shredded wholegrain wheat biscuits with raisin filling.,"INGREDIENTS: Wholewheat, Raisin Filling (35%) [Seedless Raisins, Humectant (Glycerol)]",Energy 1440kJ / 340kcal ,Energy1440kJ / 340kcal648kJ / 153kcalFat1.5g0.7gSaturates0.3g0.1gCarbohydrate71.2g32.0gSugars18.0g8.1gFibre8.4g3.8gProtein8.4g3.8gSalt0.1g0.1g* Refer,https://www.tesco.com/groceries/en-GB/products/284848000
Rowntrees Pick & Mix Pouch Bag 150G,(225),4.6,1.00,"Fruit Pastilles, Fruit Gums, Fruit Flavoured Jelly Sweets","Sugar, Glucose Syrup, Starch, Acids (Malic Acid, Citric Acid, Lactic Acid), Gelatine, Gum Arabic, Concentrated Fruit Juices (1%) (Apple, Blackcurrant, Lime, Lemon, Orange, Strawberry), Acidity Regulator (Trisodium Citrate), Flavourings, Colours (Anthocyanins, Copper Complexes of Chlorophyllins, Carotenes, Curcumin, Carminic Acid), Glazing Agent (Carnauba Wax)",Energy 1449kJ ,Energy1449kJ346kJ8400kJ4%-341kcal81kcal2000kcalFat 0.1gTrace70g<1%of which: saturates TraceTrace20g<1%Carbohydrate 81.5g19.3g260g7%of which: sugars 53.0g12.7g90g14%Fibre1.3g0.4g- -Protein 2.9g0.8g50g2%Salt 0.41g0.09g6g2%*Reference Intake of an average adult (8400kJ/2000kcal)---,https://www.tesco.com/groceries/en-GB/products/272137059
Mcvitie's Unicorn Gems 6 X 23G 138G,No ratings yet,Nan,0.99,"Biscuits Topped with Raspberry, Blackcurrant and Lemon Flavour Icing","Sugar, Flour (Wheat Flour, Calcium, Iron, Niacin, Thiamin), Vegetable Oil (Palm), Raising Agent (Sodium Bicarbonate), Salt, Milk Protein, Vegetable Extracts (Safflower, Spirulina, Radish), Natural Flavourings, Natural Lemon Flavouring with other Natural Flavourings",Energy Per 100g ,Energy (kJ)1690389(kcal)39992Fat 3.1g0.7g of which Saturates 1.3g0.3gCarbohydrate 86.7g19.9g of which Suga,https://www.tesco.com/groceries/en-GB/products/302272590
Batchelors Super Noodles Southern Fried Chicken 90G,(1),2,0.50,Dried noodles with a southern fried chicken flavour seasoning.,"Noodles (Water, Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Palm Oil, Antioxidants (Butylated Hydroxyanisole, Citric Acid, Propyl Gallate)), Flavouring (contains Wheat), Flavour Enhancers (Monosodium Glutamate, Disodium 5'-Ribonucleotides), Yeast Extract, Lactose (Milk), Dextrose, Salt, Sugar, Yeast, Milk, Ground Black Pepper, Colour (Paprika Extract), Onion, Acid (Citric Acid), Ground Fennel Seeds, Cayenne Extract, Ground Sage, Ground Thyme",Energy 636kJ/152kcal ,Energy 636kJ/152kcal922kJ/220kcalFat 6.5g9.4g of which Saturates 3.1g4.5gCarbohydrate 19.5g28.3g o,https://www.tesco.com/groceries/en-GB/products/303646227
Pg Tips 80 Cups Loose Tea 250G,(48),4.6,2.00,Black Tea,Black tea,Nan,Energy (kJ)2 kJ59 kJ4 kJ1%Energy (kcal)<1 kcal14 kcal<1 kcal1%Fat (g)0 g0.5 g0 g0%of which saturates (g)0 g0.3 g0 g0%Carbohydrate (g)<0.01 g1.4 g<0.01 g0%of which sugars (g)0 g1.4 g0 g0%Fibre (g)0 g00 g0%Protein (g)0.1 g1.1 g0.2 g0.4%Salt (g)0 g<0.01 g0 g0%*% of Reference intake,https://www.tesco.com/groceries/en-GB/products/254887396
Batchelors Cup A Soup Special Chicken & Vegetable 110G,(2),3,0.79,Instant Chicken & Vegetable Soup with Croutons,"Water, Glucose Syrup, Vegetables (3.5%) (Carrot, Onion, Peas), Maize Starch, Potato Starch, Cooked Chicken (1%), Palm Oil, Croutons (1%) (Wheat Flour (with added Calcium, Iron, Niacin, Thiamin), Palm Oil, Salt, Yeast, Antioxidant (Rosemary Extracts)), Salt, Palm Fat, Flavourings, Parsley, Milk Proteins, Potassium Chloride, Garlic, Yeast Extract (contains Barley), Sugar, Emulsifier (Mono-and Diglycerides of Fatty Acids), Ground Turmeric, Black Pepper Extract",Energy 190kJ/45kcal ,Energy 190kJ/45kcal490kJ/116kcalFat 1.7g4.4g of which Saturates 1.2g3.1gCarbohydrate 7.0g18.1g of ,https://www.tesco.com/groceries/en-GB/products/254203210
Tesco Mango & Chilli Salad Dressing 250Ml,(7),4.4,0.85,Mango and chilli dressing.,"INGREDIENTS: Water, Rapeseed Oil, Alphonso Mango Purée (13%), White Wine Vinegar, Sugar, Salt, Red Chilli Purée (1%), Thickener (Guar Gum, Xanthan Gum), Preservative (Potassium Sorbate).",Energy 922kJ / 223kcal ,Energy922kJ / 223kcal138kJ / 33kcalFat19.3g2.9gSaturates2.3g0.3gCarbohydrate11.3g1.7gSugars10.1g1.5gFibre1.5g0.2,https://www.tesco.com/groceries/en-GB/products/296251105
Cofresh Sev Mamra 325G,(4),3,1.00,"Mixture of Puffed Rice, Savoury Noodles and Peanuts","Puffed Rice (45%), Vegetable Oil (Rapeseed), Gram Flour, Peanuts (22%), Maize Flour, Potato Starch, Spices, Salt",Energy 2252kJ ,Energy 2252kJ-538kcalFat 3,https://www.tesco.com/groceries/en-GB/products/287547979
Princes Raspberries In Light Syrup 300G,(1),1,1.00,Raspberries in Light Syrup,"Raspberries, Water, Sugar, Colour (Anthocyanins)",Nan,Energy 206kJ311kJ-49kcal74kcalFat 0.6g0.9g Of which saturates 0.1g0.2gCarbohydrate 9.3g14.0g Of ,https://www.tesco.com/groceries/en-GB/products/305528284
Angel Delight No Added Sugar Butterscotch 47G,No ratings yet,Nan,0.50,Butterscotch Flavour Dessert Mix with Sweetener.,"Maltodextrin, Modified Starch, Palm Oil, Whey Powder (Milk), Palm Fat, Emulsifiers (Propylene Glycol Esters of Fatty Acids, Lecithins), Gelling Agents (Diphosphates, Sodium Phosphates), Milk Proteins, Colours (Plain Caramel, Carotenes), Anti-caking Agent (Silicon Dioxide), Calcium Carbonate, Sweetener (Sucralose), Flavouring",Energy 445kJ/106kcal ,Energy445kJ/106kcal396kJ/94kcalFat4.7g4.2g(of which Saturates)3.5g3.1gCarbohydrate12.3g10.9g(of which Sugars)5.6g5.0gFibre<0.5g<0.5gProtein3.6g3.2gSalt0.42g0.37g*Reference Intake of an average adult (8400kJ/200,https://www.tesco.com/groceries/en-GB/products/304402019
Tesco Instant Noodles Chow Mein Flavoured 85G,(12),3.7,0.30,Chow mein flavour instant noodles.,"INGREDIENTS: Wheat Flour, Palm Oil, Sugar, Salt, Ginger Powder, Onion Powder, Chive, Stabiliser (Guar Gum), Garlic Powder, Soy Sauce Powder (Soya Bean, Water, Salt, Wheat), Citric Acid, Garlic Extract, Colour (Plain Caramel, Paprika Extract), Vinegar, Chilli, Spring Onion, Chilli Powder, Anticaking Agent (Silicon Dioxide).",Energy 557kJ / 133kcal ,Energy557kJ / 133kcal602kJ / 143kcalFat4.6g5.0gSaturates1.4g1.5gCarbohydrate18.0g19.4gSugars0.6g0.6gFibre3.3g3.6gProtein3.2g3.5gSalt0.4g0.4g* Reference intake of an average ,https://www.tesco.com/groceries/en-GB/products/255631300
Trebor Cool Drop Lemon Sweets 28G,No ratings yet,Nan,0.60,Sugar Free Sweets with Vitamin C - Contains Sweeteners. Lemon flavour.,"Sweeteners (Isomalt, Aspartame, Acesulfame K), Acid (Citric Acid), Vitamin C (Sodium Ascorbate, Ascorbic Acid), Flavourings, Colour (Carotenes)",Nan,Energy 990 kJ / 237 kcal20 kJ / 5 kcalFat < 0.1 g< 0.1 g of which saturates < 0.1 g< 0.1 gCarbohydrate 96 g1.9 g of which sugars < 0.1 g< 0.1 g of which polyols 96 g1.9 gProtein < 0.1 g< 0.1 gSalt 0,https://www.tesco.com/groceries/en-GB/products/303850388
Hearty Food Co. Penne Pasta 500G,(14),3.6,0.29,Dried penne pasta made from durum wheat semolina and wheat flour.,"INGREDIENTS: Durum Wheat Semolina, Wheat Flour.",Energy 738kJ / 174kcal ,Energy738kJ / 174kcal1255kJ / 296kcalFat0.6g1.0gSaturates0.2g0.3gCarbohydrate36.1g61.3gSugars1.1g1.8gFibre1.2g2.0gProtein5.5g9.4gSalt0.1g0.1g* Reference intake of an average adult (8400 kJ / 2000 kcal)--When,https://www.tesco.com/groceries/en-GB/products/297844111
Weetabix On The Go Vanilla Drink 250Ml,(3),3.7,1.50,Vanilla flavoured breakfast milk drink with added vitamins and iron (UHT).,"Skimmed Milk (57%), Water, Maltodextrin, Milk Cream, Wheat Fibre (1.5%), Milk Protein (1.5%), Sugar, Malted Wheat Flour, Modified Starch, Flavourings, Stabilisers (Carrageenan, Gellan), Niacin, Iron, Vanilla Extract, Thiamin (B1), Riboflavin (B2), Folic Acid",Energy 347kJ/ ,Energy 347kJ/884kJ/-82kcal210kcal11%Fat 1.9g4.8g7%of which saturates 1.2g3.0g15%Carbohydrate 12g31g12%of which sugars 4.9g12g13%Fibre 1.6g4.0gProtein 3.5g8.8g18%Salt 0.08g0.19g3%Thiamin (B1) 0.14mg0.35mg13%Riboflavin (B2) 0.18mg0.45mg13%Niacin 2.1mg5.3mg13%Folic Acid 26µg64µg13%Iron 1.8mg4.5mg13%Calcium 103mg258mg13%**RI - Ref,https://www.tesco.com/groceries/en-GB/products/282391012
Bear Pure Fruit Yoyo Strawberry 9X20g,(2112),4.7,3.80,"Gently baked pure fruit and veg rolls with apple, pear and strawberry","Apples, Pears, Strawberries & a little Black Carrot Extract, Absolutely nothing else, We bake 380g of Apples, 205g of Pears & 65g of Strawberries per 100g of Bear Yoyos",Nan,Energy 1170kJ234kJ-280kcal56kcalFat 0g0g of which saturates 0g0gCarbohydrate 63g13g ,https://www.tesco.com/groceries/en-GB/products/286782799
Grape Nuts 580G,(10),5,3.30,Crunchy Wheat and Malted Barley Cereal,"Wholegrain Wheat Flour (89%), Malted Barley Flour (9%), Salt, Dried Yeast, Iron, Niacin, Zinc, Vitamin B6, Thiamin (B1), Folic Acid",Energy 1517 kJ ,Energy 1517 kJ675 kJ-359 kcal160 kcalFat (g)2.10.9of which Saturates (g)0.402Carbohydrate (g)6830of which Sugars (g)8.63.9Fibre (g)125.8Protein (g)115.0Salt (g)1.040.5Vitamins and MineralsRIRIIron 27.9mg 199%12.5mg 89%Thiamin (B1) 0.83mg 75%0.37mg 33%Niacin 12.4mg 77%5.5mg 34%Vitamin B6 2.34mg 167%1mg 75%Folic Acid 372.41µg 186%167µg 83%Phosphorus 418.49mg 59%188mg 26%Magnesium 95.72m,https://www.tesco.com/groceries/en-GB/products/285353353
Tilda Steamed Brown Basmati & Quinoa 250G,(49),4.5,1.00,Wholegrain Basmati & Quinoa Rice,"Natural Wholegrain Basmati Rice - Steamed (90%), Natural Yellow and Red Quinoa - Steamed (7%), Sunflower Oil, Vegetable Stock Powder (Rice Flour, Salt, Onions, Parsnips, Carrots, Olive Oil, Turmeric, Parsley), Acacia Fibre, Salt",Energy 559kJ/133kcal ,Energy 559kJ/133kcal698kJ/165kcalFat 2.1g2.6g of which saturates 0,https://www.tesco.com/groceries/en-GB/products/284851358
John West Boneless Sardine Tomato Sauce 95G,(2),3,1.20,Boneless Sardines in Tomato Sauce,"Sardines Fillets (68%), Water, Concentrated Tomato Paste (12%), Sunflower Oil, Salt, White Pepper",Nan,Energy 592 kJ/142 kcal562 kJ/134 kcalFat 7.5g7.1g(of which saturates) (1.9g)(1.8g)(of which polyunsat,https://www.tesco.com/groceries/en-GB/products/251433282
Tiptree Old Times Orange Marmalade 454G,(7),4,2.30,'Old Times' Orange Fine Cut Marmalade,By Appointment To Her Majesty The Queen Purveyors of Tiptree Products,Nan,Energy,https://www.tesco.com/groceries/en-GB/products/253957102
De Cecco Spaghetti 500G,(2),5,1.55,Spaghetti No 12,Durum Wheat Semolina Pasta,Nan,"Energy 149 kJ-351 kcalFat 1,5 ",https://www.tesco.com/groceries/en-GB/products/250646832
Tesco Ground White Pepper 100G,(4),3,2.30,Ground white pepper.,Store in a cool dry place and out of direct sunlight.    ,Energy 1287kJ / 307kcal ,Energy1287kJ / 307kcal64kJ / 15kcalFat2.1g0.1gSaturates0.6g<0.1gCarbohydrate48.4g2.4gSugars0g0gFibre26.2g1.3gP,https://www.tesco.com/groceries/en-GB/products/256150683
Homepride White Wine Can 400G,(2),3.5,1.50,"A Creamy White Wine sauce with onion, carrots and cream.","Water, Onion (9%), White Wine (7%) (contains Sulphites), Carrots (6%), Rapeseed Oil, Modified Maize Starch, Wheat Flour (with added Calcium. Iron, Niacin, Thiamin), Sherry (contains Sulphites), Salt, Milk Protein, Double Cream (0.5%) (Milk), Skimmed Milk Powder, Sugar, Dried Egg Yolk, Flavourings (contain Barley, Milk, Rye, Sulphites and Wheat), Dried Parsley, Ground White Pepper, Flavour Enhancer (Disodium 5'-Ribonucleotides), Colour (Carotene)",Energy 342kJ/82kcal ,Energy 342kJ/82kcal455kJ/109kcalFat 4.2g5.6gof which saturates 0.5g0.7gCarbohydrates 8.0g10.6gof which suga,https://www.tesco.com/groceries/en-GB/products/283085990
Kenco Decaffeinated Instant Coffee 100G,No ratings yet,Nan,3.00,Freeze Dried Instant Coffee,"Store in a cool, dry place.Best before: see above or base of pack.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/254889411
Lindt Excellence Mint Intense 100G,(48),4.6,2.00,Fine dark chocolate with an intense taste of mint,"Sugar, Cocoa Mass, Cocoa Butter, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Natural Flavour (Peppermint Oil), Flavouring (Vanilla), Dark Chocolate contains: Cocoa Solids: 47% min",Nan,Energy 2202 kJ / 529 ,https://www.tesco.com/groceries/en-GB/products/260670257
Nakd Bakwell Tart Bars 4 Pack 140G,(2),5,2.50,Bakewell Tart flavour raw fruit & nut bars,"Dates 49%, Cashews 35%, Raisins 16%, A hint of Natural Flavouring",Nan,Energy1637kJ573kJ-391kcal137kcalFat17.0g5.9gof which saturat,https://www.tesco.com/groceries/en-GB/products/291513167
Lindt Dark Chocolate With Hazelnut Bar 150G,(12),4.3,2.50,Dark chocolate with hazelnuts,"Sugar, Hazelnuts 34%, Cocoa Mass, Cocoa Butter, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Flavourings, Dark Chocolate contains: Cocoa Solids: 43% min",Nan,Energy 2382 kJ / -573 ,https://www.tesco.com/groceries/en-GB/products/258202216
Lindt Excellence Dark Chilli Chocolate Bar 100G,(48),4.4,2.00,Swiss dark chocolate with extract of chilli pepper,"Sugar, Cocoa Mass, Cocoa Butter, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Extract of Chilli Pepper, Flavourings, Chocolate contains: Cocoa Solids: 48% min",Nan,Energy 2240k,https://www.tesco.com/groceries/en-GB/products/263748035
Kikkoman Tamari Gluten Free Soy Sauce 250Ml,(2),3,2.60,Tamari Gluten Free Soy Sauce,"Water, Soybeans, Salt, Spirit Vinegar",Nan,Energy 240 k,https://www.tesco.com/groceries/en-GB/products/276783813
Tesco 40 Green Tea Bags 100G,(3),2.3,1.19,40 Green tea bags.,Store in a cool dry place and once opened in an airtight container. ,Energy 5kJ / 1kcal ,Energy5kJ / 1kcal11kJ / 2kcalFat0.0g0.0gSaturates0g0gCarbohydrate0.3g0.6gSugars0g0gFibre0g0gProtein0g0gSalt<0.01g<0.01g* Re,https://www.tesco.com/groceries/en-GB/products/300793310
Haribo Maoam Party Mix 350G,(1),5,2.50,Fruit Flavour Chewy Sweets,"Sugar, Glucose Syrup, Palm Fat, Humectant: Sorbitol Syrup, Acid: Citric Acid, Gelatine, Flavouring",Nan,Energy:1 666 kJ/394 kcal5 %Fat:6.4 g2 %of which saturates:3.2 g4 %Carbohydrate:84 g8 %of which sugars:60 g17 %Protein:1.0 g<1 %Salt:0.,https://www.tesco.com/groceries/en-GB/products/273712673
Auntys Sticky Toffee Puddings 2 X 95G,(10),2.5,1.50,Deliciously moist Steamed puddings with dates smothered in a smooth Sticky Toffee sauce,"Invert Sugar Syrup, Wheat Flour, Water, Glucose Syrup, Sugar, Rice Bran Oil, Dates (3%), Sorbitol, Dried Skimmed Milk, Unsalted Butter, Molasses, Breadcrumb (Wheat), Glycerine, Milk Proteins, Modified Maize Starch, Dried Whole Egg, Raising Agents (Sodium Bicarbonate, Disodium Diphosphate), Dried Buttermilk, Stabilisers (Xanthan Gum, Sodium Phosphate), Firming Agent (Calcium Chloride), Emulsifiers (Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids, Lecithin), Flavouring, Gelling Agent (Pectin), Salt, Preservatives (Sorbic Acid, Potassium Sorbate, Alcohol), Acidity Regulator (Citric Acid), Diced Ginger, Natural Colour (Caramel I)",Energy 1230kJ ,Energy 1230kJ1169kJ-294kcal279kcal14%Fat 4.8g4.6g7%of which saturates 1.7g1.6g8%Carbohydrate 55.6g52.8gof which sugars 37.0g35.2g39%Fibre 1.,https://www.tesco.com/groceries/en-GB/products/257842554
