Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Schar Salti Crackers 175G,No ratings yet,Nan,2.65,Gluten free crackers.,"Maize Starch, Palm Fat, Maize Flour, Sugar, Soya Flour, Dextrose, Modified Maize Starch, Raising Agents: Ammonium Hydrogen Carbonate, Monopotassium Tartrate, Sodium Hydrogen Carbonate, Sea Salt 2.3%, Emulsifier: Soya Lecithin, Thickener: Guar Gum, Acid: Citric Acid, Natural Flavouring",Nan,"Energy 1861 kJ56 kJ-442 kcal13 kcal1 %Fat 13 g0,4 g1 %of which saturates 5,9 g0,2 g1 %Carbohydrate78 g2,3 g1 %of which sugars 7,4 g0,2 g0 %Fibre 1,9 g0,1 g-Protein ",https://www.tesco.com/groceries/en-GB/products/268766944
Tesco Grapeseed Oil 500Ml,No ratings yet,Nan,2.80,Grapeseed oil.,"Store in a cool, dark place out of direct sunlight.    Do not refrigerate.
    ",Energy 3700kJ / 900kcal ,Energy3700kJ / 900kcal555kJ / 135kcalFat100.0g15.0gSaturates11.2g1.7gCarbohydrate0g0gSugars0g0gFibre0g0gProtein0g0gSalt<0.01g<0.01g* Refer,https://www.tesco.com/groceries/en-GB/products/287231615
Lindt Lindor Milk Mint 200G,(52),5,5.00,Milk chocolate truffles with a smooth melting mint filling,"Sugar, Vegetable Fat (Coconut, Palm Kernel), Cocoa Butter, Cocoa Mass, Whole Milk Powder, Skimmed Milk Powder, Lactose, Anhydrous Milk Fat, Emulsifier (Soya Lecithin), Barley Malt Extract, Mint Essential Oil, Flavourings, Milk Chocolate contains: Cocoa Solids: 31% min., Milk Solids: 20% min.",Nan,Energy2584 kJ ,https://www.tesco.com/groceries/en-GB/products/297738842
Lavazza Eco Caps Espresso Biological Organic 10 Capsules 53G,(43),4,3.00,10 capsules of organic roasted ground coffee.,Made in Italy,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302273836
Lavazza Eco Caps Espresso Armonico 10 Capsules 53G,(84),4,3.00,10 capsules of roasted ground coffee.,Made in Italy,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302302106
Nairns Gluten Free Oat Bar Apple & Cinnamon 160G,No ratings yet,Nan,2.50,Baked Oat Flapjack Bar with Apple & Cinnamon,"Gluten Free Wholegrain Oats (50%), Vegetable Oil (Sustainable Palm Fruit Oil, Rapeseed Oil), Brown Rice Syrup, Dehydrated Apple (5%), Dietary Fibre (Chicory), Coconut Sugar, Apple Juice Concentrate (3%), Ground Cinnamon, Salt, Natural Flavouring",Nan,Energy 707kJ1767kJ-169kcal422kcalFat 7.1g17.7g of which saturates ,https://www.tesco.com/groceries/en-GB/products/304399270
Elizabeth Shaw Mint Crisp Boxed Chocolates 175G,(1),5,3.50,Mint flavour dark chocolate with honeycomb crisp.,"Sugar, Cocoa Mass, Glucose Syrup, Cocoa Butter, Invert Sugar Syrup, Emulsifier: Soya Lecithin, , Peppermint Oil, Raising Agent: Sodium Bicarbonate, Dark Chocolate contains: Cocoa Solids 55% minimum",Nan,Energy 2099 kJ131 kJ-502 kcal31 kcalFat 25 g1.6 g of which saturates 15 g0.9 gCarb,https://www.tesco.com/groceries/en-GB/products/265088606
Tesco Finest Jalapeno Stuffed Olives 210G,(4),4.5,2.00,Pitted Halkidiki olives stuffed with red and green jalapeño peppers in brine.,"INGREDIENTS: Water, Green Olives (40%), Salt, Green Jalapeño Chilli, Red Jalapeño Chilli, Acidity Regulators (Lactic Acid, Citric Acid), Extra Virgin Olive Oil, Acetic Acid, Firming Agent (Calcium Chloride), White Wine Vinegar, Vinegar.",Energy 659kJ / 160kcal ,Energy659kJ / 160kcal231kJ / 56kcalFat16.5g5.8gSaturates2.5g0.9gCarbohydrate0.5g0.2gSugars0.5g0.2gFibre3.2g1.1gProtein0,https://www.tesco.com/groceries/en-GB/products/300832680
Attis Gourmet Ionian Olives In Olive Oil 400G,(4),4.5,2.40,"Green, Black & Kalamata Pitted Olives with Herbs ","Halkidki Green Pitted Olives, Kalamata Pitted Olives, Olive Oil, Herbs, Spices",Nan,Energy 209 Kcal/858 kJFa,https://www.tesco.com/groceries/en-GB/products/293398570
Lee Kum Kee Wok Sesame Oil 207Ml,(2),5,2.30,Sesame Wok Oil,"Soybean Oil, Sesame Oil 30%",Nan,Energy3404 kJ ,https://www.tesco.com/groceries/en-GB/products/303888021
Yutaka Japanese-Style Katsu Curry 100G,(3),5,2.00,Katsu Curry Sauce Block,"Vegetable Oils (Soybean Oil, Coconut Oil), Wheat Flour, Salt, Curry Spice Mix (9.5%) (Coriander, Turmeric, Black Pepper, Cumin, Cardamom, Chilli, Cloves, Cinnamon), Sugar, Corn Starch, Colour [Plain Caramel], Onion Powder, Flavour Enhancers [Monosodium Glutamate, Disodium Guanylate, Malic Acid], Hydrolysed Soy Protein, Chilli Powder",Nan,Energy 2,https://www.tesco.com/groceries/en-GB/products/301064187
Baxters Tomato Orange & Ginger Soup 400G,(5),3.4,1.55,"Tomato, Orange and Ginger Soup","Water, Tomatoes (10%), Tomato Paste, Onions, Orange Juice Concentrate (3%), Carrots, Preserved Ginger (2%) (Ginger, Sugar), Cornflour, Olive Oil, Tomato Juice, Crème Fraîche (Cream (Milk), Milk Protein), Whey Powder (Milk), Ginger Syrup, Red Bell Pepper, Salt, Garlic Purée, Black Pepper, Paprika Powder, Acidity Regulator (Citric Acid)",Nan,Energy293kJ/70kcal1172kJ/280kcalFat2.3g9.2gof which saturates0.5g2.0,https://www.tesco.com/groceries/en-GB/products/297597938
Tick Tock Rooibos Tea Vanilla 40'S 80G,No ratings yet,Nan,2.15,Tick Tock Rooibos Tea Vanilla 40's 80g ,"Rooibos Tea, Natural Bourbon Vanilla Extract, Natural Flavour",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302310874
Haywards Silverskin Onions 400G,(1),2,1.90,Silverskin Onions Pickled in a Medium & Tangy Vinegar,"Silverskin Onions, Water, Spirit Vinegar, Sugar, Salt, Firming Agent (Calcium Chloride), Yeast Extract, Barley Malt Extract, Preservative (Sodium Metabisulphite)",Nan,Energy80kJ/,https://www.tesco.com/groceries/en-GB/products/291456620
Nestle Honey Cheerios Cereal 565G,(215),4.8,3.30,Fortified Mixed Whole Grain Sweetened Cereal Os with Honey,"Whole Grain Oat Flour (28.1%), Whole Grain Wheat (28.1%), Sugar, Whole Grain Barley Flour (16.9%), Wheat Starch, Honey (4.1%), Whole Grain Maize Flour (1.9%), Whole Grain Rice Flour (1.9%), Calcium Carbonate, Invert Sugar Syrup, Salt, Sunflower Oil, Molasses, Antioxidant: Tocopherols, Natural Flavouring, Iron, Vitamin C, B3, B5, D, B9, B6, B2",Energy 1599kJ ,Energy 1599kJ480kJ8400kJ6%-378kcal113kcal2000kcalFat 3.6g1.1g70g2% of which saturates 0.7g0.2g20g1%Carbohydrate 73.5g22.1g of which sugars 22.4g6.7g90g7%Fibre 8.4g2.5gProtein 8.7g2.6gSalt 0.81g0.24g6g4%Vitamins & Minerals:%RI*%RI*Vitamin D 2.5µg 51%0.76µg 15%Vitamin C 55mg 68%16mg 21%Riboflavin  0.89mg 64%0.27mg 19%Niacin 11mg 69%3.3mg 21%Vitamin B6 0.92mg 66%0.28mg 20%Folic Acid 180µg 90%54.0µg 27%Pantothenic Acid 3.3mg 54%0.98mg 16%Calcium,https://www.tesco.com/groceries/en-GB/products/276973813
Smak Baby Gherkins 300G,No ratings yet,Nan,1.50,Pickled Mini Cucumbers,"Cucumbers 45% (contain Sulphites), Water, Sugar, Spirit Vinegar, Onions (contain Sulphites), Paprika, Salt, Spices (contain Mustard Seed)",Nan,Energy 155 kJ / 36 kca,https://www.tesco.com/groceries/en-GB/products/274055976
Very Lazy Chopped Green Chillies 190G,(1),5,1.50,Green Chillies in White Wine Vinegar,"White Wine Vinegar (Sulphites), Dried Chillies",Nan,Energy 102kJ/24kcalFa,https://www.tesco.com/groceries/en-GB/products/304392726
Tesco Finest Plum Conserve 340G,(3),4.7,1.50,Plum extra jam.,"INGREDIENTS: Plum, Sugar, Gelling Agent (Pectin), Citric Acid, Acidity Regulator (Sodium Citrate).Prepared with 55g of fruit per 100g.Total sugar content 61g per 100g.",Energy 1044kJ / 246kcal ,Energy1044kJ / 246kcal157kJ / 37kcalFat0.2g<0.1gSaturates0.1g<0.1gCarbohydrate60.4g9.1gSugars52.3g7.8gFibre0.1g<0.1,https://www.tesco.com/groceries/en-GB/products/300238577
Ambrosia Light Devon Custard Pot 400G,(1),4,1.40,Light Devon Custard,"Skimmed Milk, Buttermilk, Sugar, Modified Starch, Palm Oil, Whey (Milk), Natural Flavouring, Colours (Curcumin, Annatto), Total Milk content 74%",Energy 383 kJ/ ,Energy 383 kJ/498 kJ/-91 kcal118 kcalFat1.8g2.3g of which saturates0.9g1.2gCarbohydrate15.8g20.5g of which sugars11.1g14.4gFibre<0.5g,https://www.tesco.com/groceries/en-GB/products/300593282
Sacla Vegan Blue Cheese Salad Dressing 230Ml,(7),2.7,2.00,Blue Cheese Flavour Salad Dressing,"Water, Sunflower Seed Oil, Apple Vinegar, Sugar, Salt, Natural Flavourings, Thickener: Xanthan Gum, Potato Proteins, Onion Powder, Acidity Regulator: Lactic Acid, Black Pepper, Dried Parsley",Nan,Energy1,https://www.tesco.com/groceries/en-GB/products/304406764
Schwartz Spanish Smoked Paprika Chicken 28G,No ratings yet,Nan,0.65,"A rich and tasty recipe mix with smoked paprika, sweet garlic and aromatic oregano for a rustic Spanish-style chicken dish full of flavour.","By Appointment to Her Majesty the Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy 1450kJ1138kJ13-345kcal271kcalFat 5.7g8.9g13%of which saturates 0.8g2.5g13%Carbohydrate 53.9g12.8g5%of which sugars 11.1g9.5g11%Fibre 18.5g3.6gProtein 10.3g33.1g66%Salt 10.00g1.41g,https://www.tesco.com/groceries/en-GB/products/293091264
Tesco Coarse Black Pepper 50G,No ratings yet,Nan,1.30,Coarse ground black pepper.,"Store in a cool, dry place and away from direct sunlight.    ",Energy 64kJ / 15kcal ,Energy64kJ / 15kcal1273kJ / 304kcalFat0.2g4.9gSaturates<0.1g1.0gCarbohydrate1.9g38.8gSugars<0.1g1.6gFibre1.4g28.5gP,https://www.tesco.com/groceries/en-GB/products/257536462
Dr. Oetker Extra Strong Pink Food Colour Gel 15G,No ratings yet,Nan,1.35,Pink Gel Food Colour,"Glucose Syrup, Sugar, Water, Colour (Carmines (E 120)), Acidity Regulators (Citric Acid, Lactic Acid, Acetic Acid, Sodium Lactate), Gelling Agent (Carrageenan), Preservative (Potassium Sorbate)",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297357048
Sunbites Grain Waves Sweet Chilli 150G,No ratings yet,Nan,1.99,Sun Ripened Sweet Chilli Flavour Wholegrain Snack,"Wholegrains (80%) (Whole Corn, Whole Wheat, Whole Rice Flour, Whole Oat Flour), Sunflower Oil, Sugar, Sun Ripened Sweet Chilli Flavour [Salt, Tomato Powder, Onion Powder, Garlic Powder, Paprika, Acid (Citric Acid), Cayenne Chilli Pepper, Ginger Extract, Star Anise Oil, Fennel Oil, Soy Sauce Powder (contains Wheat), Colour (Paprika Extract), Natural Flavouring]",Energy 500 kJ ,Energy 500 kJ2000 kJ-120 kcal (6%*)478 kcalFat 5.2g (7%*)20.7gof which saturates 0.6g (3%*)2.2gCarbohydrate 15.4g61.7gof which sugars 2.6g (3%*)10.4gFibre 1.9g7.7gProtein 1.8g7.3gSalt 0.15g ,https://www.tesco.com/groceries/en-GB/products/302284950
Tesco Free From Vanilla Cookies & Cream Biscuits 192G,(3),5,2.00,"Gluten free chocolate flavoured biscuits with a vanilla flavoured filling, coated in Belgian milk chocolate.","INGREDIENTS: Chocolate Coating (37%) [Sugar, Cocoa Butter, Dried Whole Milk, Cocoa Mass, Emulsifier (Soya Lecithins), Flavouring], Sugar, Gluten Free Oat Flour, Icing Sugar, Palm Oil, Potato Starch, Soya Flour, Palm Fat, Rice Flour, Rapeseed Oil, Cocoa Powder, Fat Reduced Cocoa Powder, Partially Inverted Sugar Syrup, Colour (Plain Caramel), Flavouring, Thickener (Xanthan Gum), Raising Agent (Sodium Bicarbonate), Salt, Emulsifier (Mono- and Di-Glycerides of Fatty Acids).",Energy 2167kJ / 518kcal ,Energy2167kJ / 518kcal693kJ / 166kcalFat25.6g8.2gSaturates13.6g4.4gCarbohydrate63.6g20.4gSugars43.3g13.9gFibre2.4g0.,https://www.tesco.com/groceries/en-GB/products/304386826
Yo! Teriyaki Sweet & Sticky Stir Fry Sauce 100G,(2),5,1.00,Coat & cook,"Water, Glucose-Fructose Syrup, Soya Sauce (20%) (Water, Soybeans, Roasted Wheat, Sea Salt), Honey (10%), Rice Vinegar, Spirit Vinegar, Modified Maize Starch, Yeast Extract (from Barley) (Yeast Extract, Salt), Colour: Plain Caramel, Onion Powder, Garlic Powder, Acidity Regulator: Citric Acid",Nan,Energy (kJ)563kJ282kJEnergy (kcal)133kcal67kcalFat 0.1g<0.1gOf which saturates 0.1,https://www.tesco.com/groceries/en-GB/products/303693527
Walkers Salt & Vinegar Crisps 50G,No ratings yet,Nan,0.85,Salt & Vinegar Flavour Potato Crisps,"Potatoes, Vegetable Oils (Sunflower, Rapeseed, in varying proportions), Salt & Vinegar Seasoning [Flavouring, Dried Vinegar, Salt, Acid (Citric Acid), Potassium Chloride, Sugar]",Energy 1083kJ ,Energy 1083kJ2166kJ-260kcal(13%*)519kcalFat 15.4g(22%*)30.8g of which Saturates 1.3g(6%*)2.5gCarbohydrate 26.3g52.6g of which Sugars 0.5g(<1%*)1.0gFibre 2.1g4.2gProtein 3.0g5.9gSalt 0.81g(,https://www.tesco.com/groceries/en-GB/products/251798990
Starburst Fruit Gum 24 Mini Pellets Small Pack,No ratings yet,Nan,0.60,Sugarfree Chewing Gum with Sweeteners and Fruit Flavours.,"Sweeteners Xylitol, Sorbitol, Mannitol, Aspartame, Acesulfame K, Gum Base, Thickener Gum Arabic, Humectant Glycerol, Flavourings, Emulsifier Soybean Lecithin, Acids Citric Acid, Malic Acid, Colour E172, Glazing Agent Carnauba Wax, Antioxidant BHA, Colours E100, E133",Nan,Energy 781 kJ / 187 kcalFat ,https://www.tesco.com/groceries/en-GB/products/301768184
Walkers Baked Ready Salted 37.5G,No ratings yet,Nan,0.65,Sea salt baked potato snack,"Potato Flakes, Starch, Rapeseed Oil, Sugar, Emulsifier (Sunflower Lecithin), Sea Salt, Sunflower Oil, Colour (Annatto)",Energy 687 kJ ,Energy687 kJ1832 kJ-163 kcal (8%*)436 kcalFat5.1 g (7%*)13.5 gof which Saturates0.5 g (2%*)1.2 gCarbohydrate25.9 g69.0 gof which Sugars2.2 g (2%*)5.8 gFibre2.4 g6.4 gProtein2.5 g6.6 gSalt0.44 g (,https://www.tesco.com/groceries/en-GB/products/259153934
Schwartz Indian Korma 35G,(2),4.5,0.65,"A mildly spiced recipe mix with creamy coconut, aromatic cardamom and cumin seed for a Korma curry full of flavour.","By Appointment to Her Majesty The Queen Suppliers of Herbs, Spices, Seasonings & Sauce Mixes McCormick (UK) Ltd T/A Schwartz",Nan,Energy1482kJ940kJ-354kcal223kcal11%Fat11.4g6.3g9% of which saturates5.2g1.9g10%Carbohydrate47.6g10.0g4% of which sugars20.6g7.0g8%Fibre13.5g1.9gProtein8.4g30.7g61%Salt10.25g1.15g,https://www.tesco.com/groceries/en-GB/products/287911433
"Love,Corn Bbq Roasted Corn Snack 45G",No ratings yet,Nan,1.00,BBQ,"Corn, Paprika, Onion, Garlic, Sea Salt, Sunflower Oil",Nan,Energy (kJ)1775799Energy (Kcal)423190Fat (g)12.95.8Of Which are Saturates (g)1.,https://www.tesco.com/groceries/en-GB/products/297596496
Graze Cocoa & Vanilla Protein Flapjack 53G,No ratings yet,Nan,1.00,"Wholegrain oat flapjack with cocoa, natural vanilla flavouring & soy protein crispies","Oats (30%), Margarine (Palm Oil*, Rapeseed Oil, Water, Salt), Chicory Root Fibre, Demerara Sugar (Sugar, Cane Molasses), Soy Protein Crispies (9%) (Isolated Soy Protein, Tapioca Starch, Salt), Linseeds (4%), Sunflower Seeds (3%), Fat-Reduced Cocoa Powder (3%), Golden Syrup, Emulsifier: Sunflower Lecithin, Natural Vanilla Flavouring, Stabiliser: Xanthan Gum, *Graze contributes to the production of certified sustainable palm oil",Nan,Energy 1917 kJ1016 kJ-459 kcal243 kcalFat 24 g13 g of which saturates 7.4 g3,https://www.tesco.com/groceries/en-GB/products/296448098
Tesco Ready To Roll Icing Green 250G,No ratings yet,Nan,1.75,Green icing.,"INGREDIENTS: Sugar, Palm Oil, Glucose Syrup, Water, Spirulina Concentrate, Humectant (Glycerine), Safflower Concentrate, Invert Sugar Syrup, Emulsifier (Mono- and Di-Glycerides of Fatty Acids), Stabilisers (Xanthan Gum, Cellulose), Acidity Regulator (Citric Acid), Flavouring.",Energy 1723kJ / 408kcal ,Energy1723kJ / 408kcal259kJ / 61kcalFat6.8g1.0gSaturates3.6g0.5gCarbohydrate86.0g12.9gSugars83.0g12.5gFibre0.8g0.1gPr,https://www.tesco.com/groceries/en-GB/products/284952291
Snickers Crisp 2 X 20G,(5),3.6,0.60,"Milk chocolate (35%) with caramel (40%), peanuts (13%) and crisped rice (11%).","Glucose Syrup, Sugar, Peanuts, Rice Flour, Palm Fat, Full Cream Milk Powder, Cocoa Butter, Cocoa Mass, Humectant (Glycerol), Skimmed Milk Powder, Lactose, Salt, Dextrose, Emulsifier (Soya Lecithin), Natural Vanilla Extract, Milk Chocolate contains Milk Solids 14% minimum",Energy 2023kJ ,Energy 2023kJ405kJ (5%)-483kcal97kcal (5%)Fat 23g4.5g (6%)of which saturates 9.2g1.8g (9%)Carbohydrate 61g12g (5%)of which sugars 44g8.8g (10%)Pr,https://www.tesco.com/groceries/en-GB/products/302311209
Fillipo Berio Olive Oil 1Ltr,No ratings yet,Nan,6.95,Olive Oil composed of refined olive oils and virgin olive oils,"Store at room temperature, away from heat and direct sunlight. Becomes cloudy below 7°C. This does not affect product quality.",Nan,Energy3378kj-822kcalFat91.3 gof which saturates 15.5 gM,https://www.tesco.com/groceries/en-GB/products/251978184
Liberty Easy Cook Rice 5Kg,(7),3.7,4.99,Easy Cook Rice,"Store in a cool, dry place away from direct sunlight or heat.",Nan,Energy163,https://www.tesco.com/groceries/en-GB/products/272492432
Costa Mocha Italian Signature Blend Latte 182.4G,(47),4.7,4.50,Latte,"Coffee Capsule: Roasted and Ground Coffee***, Milk Capsule: Whole Milk Powder, Sugar, ***Rainforest Alliance Certified™",Energy 1410kJ ,Energy 1410kJ321kJ4%-336kcal77kcal4%Fat 16.8g3.8g5%of which saturates 9.6g2.2g11%Carbohydrate 30.7g7.0g3%of which sugars 30.6g7.0,https://www.tesco.com/groceries/en-GB/products/305960940
Nestle Cerelac Mixed Fruit Plus Wheat Baby 8 Mths 400G,(322),4.7,3.80,Wheat Based Infant Cereal with Milk Powder and Mixed Fruits,"Cereals 50% (Wheat Flour, Hydrolysed Wheat Flour), Skimmed Milk Powder 23%, Dried Fruits 14% (Banana 7%, Orange 3%, Pineapple 2%, Apple 1.1%, Pear 0.8%, Corn Starch, Maltodextrin, Emulsifier: Sunflower Lecithin), , Vegetable Oils (Rapeseed, Sunflower), Full Fat Milk Powder 5.2%, Minerals (Calcium Carbonate, Ferrous Fumarate, Zinc Sulphate, Potassium Iodide), Vitamins (C, Niacin, E, Thiamin (B1), Pantothenic Acid, A, B6, K, Folic Acid, Biotin, D), Flavouring (Vanillin), Antioxidants (Tocopherol-Rich Extract, Ascorbyl Palmitate), Culture (Bifidobacterium Lactis)",Nan,Energy kJ1753438kcal416104Fat g102.5- of which: saturates g1.20.3Carbohydrate g64.716.2- of which: sugars† g28.47.1Fibre g3.50.9Protein g153.8Salt g0.30.08Vitamin A µg RE41510410426Vitamin D µg71.87018Vitamin E mg41Vitamin K µg307.25Vitamin C mg802032080Thiamin[B1] mg10.2520050Niacin mg6.61.77319Vitamin B6 mg0.420.116115Folic Acid µg369369Vitamin B12 µg0.70.1810025Biotin µg297.3Pantothenic acid mg20.5Calcium mg50012512531Phosphorus mg34586.3Iron mg8.52.114235Zinc mg3.50.888822Iodine µg4411631,https://www.tesco.com/groceries/en-GB/products/260834485
Santa Maria Roasted Garlic & Pepper Grinder 80G,(6),4.5,3.00,Seasoning blend.,"Garlic, Onion (23%), Mediterranean Salt (22%), Black and White Pepper (15%), Roasted Garlic (7%), Chilli Pepper, Garlic Extract, Chives, Black Pepper Extract",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/279962614
Blue Dragon Ramen Noodle Kit 201G,(3),5,2.70,"Japanese style ramen with individual sachets of wheat noodles, soy sauce soup base, and dried vegetables.","Noodles (49.8%) [Wheat Flour, Water, Salt, Raising Agents (Sodium Hydrogen Carbonate, Potassium Hydrogen Carbonate)], Soup Base (49.8%) [Water, Soy Sauce (4%) [Water, Soybean, Wheat, Salt], Sugar, Maltodextrin, Palm Oil, Salt, Yeast Extract, Sesame Oil, Ginger Powder, Onion Powder, Garlic Powder, Pepper Powder, Potato Starch, Potassium Chloride, Flavourings (Soy), Stabilizer (Carrageenan, Carboxymethylcellulose, Xanthan Gum), Flavour Enhancer (Disodium 5'-Ribonucleotides, Disodium Guanylate, Disodium Inosinate), Antioxidant (Tocopherol-Rich Extract, Alpha-Tocopherol) Dried Vegetables (0.4%) [Sesame Seeds (0.2%), Dried Spring Onion Flakes (0.2%)]",Nan,Energy214kJ/51kcal1180kJ/280kcalFat1.0g5.4g of which saturates0.2g1.1gCarbohydrate8.1g45g of which sugars0.,https://www.tesco.com/groceries/en-GB/products/301064129
Rowse Squeezy Honey Dark & Rich 340G,(1),5,2.85,Rowse Squeezy Honey Dark & Rich 340g ,Store at room temperature.,Nan,Energy 1398kJ/ 329kcalFat <,https://www.tesco.com/groceries/en-GB/products/302278140
Homepride Premium Milled Superior Sponge Flour 1Kg,(2),2,2.00,Premium Milled Superior Sponge Pre-Sieved Flour,"100% British Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Raising Agents: Sodium Hydrogen Carbonate, Disodium Diphosphate, Monocalcium Phosphate",Nan,Energy 1413,https://www.tesco.com/groceries/en-GB/products/305255531
Dr. Oetker Chocolatey Sprinkles Mix 74G,No ratings yet,Nan,2.00,"Mix of Chocolate Flavoured Shapes - Flakes, Strands and Rice Crisp","Sugar, Fat Reduced Cocoa Powder (9%), Cocoa Mass, Cocoa Butter, Rice Crisp (4%) (Rice Flour, Wheat Flour, Sugar, Wheat Malt, Salt, Emulsifier (Sunflower Lecithins)), Skimmed Milk Powder, Whole Milk Powder, Glucose Syrup, Emulsifiers (Rapeseed Lecithins, Sunflower Lecithins), Glazing Agents (Gum Arabic, Shellac), Anti-Caking Agent (Talc)",Nan,Energy 180,https://www.tesco.com/groceries/en-GB/products/292407113
